term_id,zh,en,entity_type,aliases,source_status,note,preferred,variant_group,variant_note,normalization_action,occurrence_count,train_count,dev_count,test_count,entity_type_all,translation_variants,ambiguity_flag,corrected_from_en,corrected_from_entity_type,correction_note,evidence_ids
TERM_TRAIN_0095,利水渗湿剂,water-draining and dampness-percolating formulas,FORMULA,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0557; source_translation_variants=water-draining and dampness-percolating formulas; source_entity_types=FORMULA; text_type=22_pediatric_physiology_pathology; evidence_ids=TCM_TRAIN_0557, TCM_TRAIN_0558",YES,TERM_TRAIN_VG_0095,single_form,unchanged,2,2,0,0,FORMULA,water-draining and dampness-percolating formulas,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0557, TCM_TRAIN_0558"
TERM_TRAIN_0096,利水渗湿药,Water-draining and dampness-percolating medicinals,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0387; source_translation_variants=Water-draining and dampness-percolating medicinals; source_entity_types=THERAPY; text_type=17_four_diagnostics_tongue_pulse; evidence_ids=TCM_TRAIN_0387,YES,TERM_TRAIN_VG_0096,single_form,unchanged,1,1,0,0,THERAPY,Water-draining and dampness-percolating medicinals,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0387
TERM_TRAIN_0097,制约,restrict,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0072; source_translation_variants=restrict; source_entity_types=CONCEPT; text_type=04_zangfu_fu_organ_functions; evidence_ids=TCM_TRAIN_0072,YES,TERM_TRAIN_VG_0097,single_form,unchanged,1,1,0,0,CONCEPT,restrict,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0072
TERM_TRAIN_0098,刺痛,stabbing pain,SYMPTOM,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0760; source_translation_variants=stabbing pain; source_entity_types=SYMPTOM; text_type=28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0760,YES,TERM_TRAIN_VG_0098,single_form,unchanged,1,1,0,0,SYMPTOM,stabbing pain,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0760
TERM_TRAIN_0099,剥苔,peeled coating,DIAGNOSIS,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0258; source_translation_variants=peeled coating; source_entity_types=DIAGNOSIS; text_type=11_kidney_essence_jing_marrow; evidence_ids=TCM_TRAIN_0258,YES,TERM_TRAIN_VG_0099,single_form,unchanged,1,1,0,0,DIAGNOSIS,peeled coating,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0258
TERM_TRAIN_0100,剧痛,severe pain,SYMPTOM,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0770; source_translation_variants=severe pain; source_entity_types=SYMPTOM; text_type=28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0770,YES,TERM_TRAIN_VG_0100,single_form,unchanged,1,1,0,0,SYMPTOM,severe pain,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0770
TERM_TRAIN_0101,功能失调,dysfunction,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0279; source_translation_variants=dysfunction; source_entity_types=CONCEPT; text_type=12_qi_blood_body_fluid_relations; evidence_ids=TCM_TRAIN_0279,YES,TERM_TRAIN_VG_0101,single_form,unchanged,1,1,0,0,CONCEPT,dysfunction,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0279
TERM_TRAIN_0102,功能活动,functional activities,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0294; source_translation_variants=functional activities; source_entity_types=CONCEPT; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0294,YES,TERM_TRAIN_VG_0102,single_form,unchanged,1,1,0,0,CONCEPT,functional activities,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0294
TERM_TRAIN_0103,功能状态,functional state,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=5; first_occurrence=TCM_TRAIN_0023; source_translation_variants=functional state; source_entity_types=CONCEPT; text_type=02_qi_blood_body_fluid; evidence_ids=TCM_TRAIN_0023, TCM_TRAIN_0027, TCM_TRAIN_0031, TCM_TRAIN_0035, TCM_TRAIN_0039",YES,TERM_TRAIN_VG_0103,single_form,unchanged,5,5,0,0,CONCEPT,functional state,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0023, TCM_TRAIN_0027, TCM_TRAIN_0031, TCM_TRAIN_0035, TCM_TRAIN_0039"
TERM_TRAIN_0104,动态平衡,dynamic equilibrium,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0015; source_translation_variants=dynamic equilibrium; source_entity_types=CONCEPT; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0015,YES,TERM_TRAIN_VG_0104,single_form,unchanged,1,1,0,0,CONCEPT,dynamic equilibrium,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0015
TERM_TRAIN_0105,动血,stir blood,SUBSTANCE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0147; source_translation_variants=stir blood; source_entity_types=SUBSTANCE; text_type=07_bagang_qi_blood_fluid_differentiation; evidence_ids=TCM_TRAIN_0147,YES,TERM_TRAIN_VG_0105,single_form,unchanged,1,1,0,0,SUBSTANCE,stir blood,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0147
TERM_TRAIN_0106,动风证,wind-stirring syndrome,SYNDROME,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0621; source_translation_variants=wind-stirring syndrome; source_entity_types=SYNDROME; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0621, TCM_TRAIN_0622",YES,TERM_TRAIN_VG_0106,single_form,unchanged,2,2,0,0,SYNDROME,wind-stirring syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0621, TCM_TRAIN_0622"
TERM_TRAIN_0107,劳倦过度,excessive fatigue,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0164; source_translation_variants=excessive fatigue; source_entity_types=CONCEPT; text_type=08_six_channel_differentiation; evidence_ids=TCM_TRAIN_0164,YES,TERM_TRAIN_VG_0107,single_form,unchanged,1,1,0,0,CONCEPT,excessive fatigue,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0164
TERM_TRAIN_0108,化气,transform into Qi,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0105; source_translation_variants=transform into Qi; source_entity_types=THERAPY; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0105,YES,TERM_TRAIN_VG_0108,single_form,unchanged,1,1,0,0,THERAPY,transform into Qi,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0105
TERM_TRAIN_0109,化湿,transforming dampness,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0370; source_translation_variants=transforming dampness; source_entity_types=THERAPY; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0370,YES,TERM_TRAIN_VG_0109,single_form,unchanged,1,1,0,0,THERAPY,transforming dampness,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0370
TERM_TRAIN_0110,化湿醒脾,transform dampness and awaken spleen,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0386; source_translation_variants=transform dampness and awaken spleen; source_entity_types=THERAPY; text_type=17_four_diagnostics_tongue_pulse; evidence_ids=TCM_TRAIN_0386,YES,TERM_TRAIN_VG_0110,single_form,unchanged,1,1,0,0,THERAPY,transform dampness and awaken spleen,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0386
TERM_TRAIN_0111,化火,transformation into fire,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0188; source_translation_variants=transformation into fire; source_entity_types=THERAPY; text_type=08_six_channel_differentiation; evidence_ids=TCM_TRAIN_0188,YES,TERM_TRAIN_VG_0111,single_form,unchanged,1,1,0,0,THERAPY,transformation into fire,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0188
TERM_TRAIN_0112,化生,transform,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0091; source_translation_variants=transform; source_entity_types=THERAPY; text_type=05_yinyang_pathogenesis; evidence_ids=TCM_TRAIN_0091,YES,TERM_TRAIN_VG_0112,single_form,unchanged,1,1,0,0,THERAPY,transform,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0091
TERM_TRAIN_0113,化痰剂,phlegm-resolving formulas,FORMULA,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0563; source_translation_variants=phlegm-resolving formulas; source_entity_types=FORMULA; text_type=23_surgery_yin_yang_syndrome; evidence_ids=TCM_TRAIN_0563, TCM_TRAIN_0564",YES,TERM_TRAIN_VG_0113,single_form,unchanged,2,2,0,0,FORMULA,phlegm-resolving formulas,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0563, TCM_TRAIN_0564"
TERM_TRAIN_0114,化痰止咳,resolve phlegm and stop cough,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0617; source_translation_variants=resolve phlegm and stop cough; source_entity_types=THERAPY; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0617,YES,TERM_TRAIN_VG_0114,single_form,unchanged,1,1,0,0,THERAPY,resolve phlegm and stop cough,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0617
TERM_TRAIN_0115,化痰止咳药,medicinals that resolve phlegm and stop cough,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0618; source_translation_variants=medicinals that resolve phlegm and stop cough; source_entity_types=THERAPY; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0618,YES,TERM_TRAIN_VG_0115,single_form,unchanged,1,1,0,0,THERAPY,medicinals that resolve phlegm and stop cough,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0618
TERM_TRAIN_0116,化痰药,Phlegm-resolving medicinals,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0393; source_translation_variants=Phlegm-resolving medicinals; source_entity_types=THERAPY; text_type=17_four_diagnostics_tongue_pulse; evidence_ids=TCM_TRAIN_0393,YES,TERM_TRAIN_VG_0116,single_form,unchanged,1,1,0,0,THERAPY,Phlegm-resolving medicinals,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0393
TERM_TRAIN_0117,化脓,suppuration,THERAPY,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0759; source_translation_variants=suppuration; source_entity_types=THERAPY; text_type=28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0759,YES,TERM_TRAIN_VG_0117,single_form,unchanged,1,1,0,0,THERAPY,suppuration,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0759
TERM_TRAIN_0118,十二皮部,twelve skin areas,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0295; source_translation_variants=twelve skin areas; source_entity_types=CONCEPT; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0295, TCM_TRAIN_0296",YES,TERM_TRAIN_VG_0118,single_form,unchanged,2,2,0,0,CONCEPT,twelve skin areas,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0295, TCM_TRAIN_0296"
TERM_TRAIN_0119,十二经别,twelve divergent channels,MERIDIAN,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0307; source_translation_variants=twelve divergent channels; source_entity_types=MERIDIAN; text_type=14_vital_pathogenic_qi_pathological_products; evidence_ids=TCM_TRAIN_0307,YES,TERM_TRAIN_VG_0119,single_form,unchanged,1,1,0,0,MERIDIAN,twelve divergent channels,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0307
TERM_TRAIN_0120,十二经筋,twelve channel-musculatures,MERIDIAN,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0297; source_translation_variants=twelve channel-musculatures; source_entity_types=MERIDIAN; text_type=13_six_exogenous_pathogens; 14_vital_pathogenic_qi_pathological_products; evidence_ids=TCM_TRAIN_0297, TCM_TRAIN_0308",YES,TERM_TRAIN_VG_0120,single_form,unchanged,2,2,0,0,MERIDIAN,twelve channel-musculatures,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0297, TCM_TRAIN_0308"
TERM_TRAIN_0121,十二经脉,twelve regular channels,MERIDIAN,,extracted_from_train_entities_template_normalized,"occurrence_count=6; first_occurrence=TCM_TRAIN_0296; source_translation_variants=twelve regular channels; source_entity_types=MERIDIAN; text_type=13_six_exogenous_pathogens; 14_vital_pathogenic_qi_pathological_products; evidence_ids=TCM_TRAIN_0296, TCM_TRAIN_0305, TCM_TRAIN_0306, TCM_TRAIN_0309, TCM_TRAIN_0318, TCM_TRAIN_0320",YES,TERM_TRAIN_VG_0121,single_form,template_preferred_applied,6,6,0,0,MERIDIAN,twelve regular channels,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0296, TCM_TRAIN_0305, TCM_TRAIN_0306, TCM_TRAIN_0309, TCM_TRAIN_0318, TCM_TRAIN_0320"
TERM_TRAIN_0122,升,lifting,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0337; source_translation_variants=lifting; source_entity_types=CONCEPT; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0337,YES,TERM_TRAIN_VG_0122,single_form,unchanged,1,1,0,0,CONCEPT,lifting,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0337
TERM_TRAIN_0123,升浮药物,lifting and floating medicines,CONCEPT,lifting and floating medicinals,extracted_from_train_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0341; source_translation_variants=lifting and floating medicines; lifting and floating medicinals; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; 29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0341, TCM_TRAIN_0343, TCM_TRAIN_0827",YES,TERM_TRAIN_VG_0123,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,3,3,0,0,CONCEPT,lifting and floating medicines; lifting and floating medicinals,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0341, TCM_TRAIN_0343, TCM_TRAIN_0827"
TERM_TRAIN_0124,升清,raising the clear,THERAPY,sending clear essence upward,extracted_from_train_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0051; source_translation_variants=raising the clear; sending clear essence upward; source_entity_types=THERAPY; text_type=03_five_elements_zangfu; 31_pediatric_disease_pathogenesis_patterns; evidence_ids=TCM_TRAIN_0051, TCM_TRAIN_0930, TCM_TRAIN_0936",YES,TERM_TRAIN_VG_0124,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,3,3,0,0,THERAPY,raising the clear; sending clear essence upward,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0051, TCM_TRAIN_0930, TCM_TRAIN_0936"
TERM_TRAIN_0125,升降失调,disorder of ascending and descending,PATHOGENESIS,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0909; source_translation_variants=disorder of ascending and descending; source_entity_types=PATHOGENESIS; text_type=31_pediatric_disease_pathogenesis_patterns; evidence_ids=TCM_TRAIN_0909, TCM_TRAIN_0910",YES,TERM_TRAIN_VG_0125,single_form,unchanged,2,2,0,0,PATHOGENESIS,disorder of ascending and descending,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0909, TCM_TRAIN_0910"
TERM_TRAIN_0126,升降浮沉,"lifting, lowering, floating and sinking",CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=1; first_occurrence=TCM_TRAIN_0328; source_translation_variants=lifting, lowering, floating and sinking; source_entity_types=CONCEPT; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0328",YES,TERM_TRAIN_VG_0126,single_form,unchanged,1,1,0,0,CONCEPT,"lifting, lowering, floating and sinking",NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0328
TERM_TRAIN_0127,升降运动反常,abnormal ascending and descending movement,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0173; source_translation_variants=abnormal ascending and descending movement; source_entity_types=CONCEPT; text_type=08_six_channel_differentiation; evidence_ids=TCM_TRAIN_0173,YES,TERM_TRAIN_VG_0127,single_form,unchanged,1,1,0,0,CONCEPT,abnormal ascending and descending movement,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0173
TERM_TRAIN_0128,单味药,one medicinal,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0347; source_translation_variants=one medicinal; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0347,YES,TERM_TRAIN_VG_0128,single_form,unchanged,1,1,0,0,CONCEPT,one medicinal,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0347
TERM_TRAIN_0129,单行,single use,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0347; source_translation_variants=single use; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0347,YES,TERM_TRAIN_VG_0129,single_form,unchanged,1,1,0,0,CONCEPT,single use,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0347
TERM_TRAIN_0130,卫分证,defense-level syndrome,SYNDROME,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0282; source_translation_variants=defense-level syndrome; source_entity_types=SYNDROME; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0282,YES,TERM_TRAIN_VG_0130,single_form,unchanged,1,1,0,0,SYNDROME,defense-level syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0282
TERM_TRAIN_0131,卫外不固,insecurity of the exterior,SUBSTANCE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0213; source_translation_variants=insecurity of the exterior; source_entity_types=SUBSTANCE; text_type=09_wei_qi_ying_xue_sanjiao; evidence_ids=TCM_TRAIN_0213,YES,TERM_TRAIN_VG_0131,single_form,unchanged,1,1,0,0,SUBSTANCE,insecurity of the exterior,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0213
TERM_TRAIN_0132,卫外功能,defensive exterior,SUBSTANCE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0639; source_translation_variants=defensive exterior; source_entity_types=SUBSTANCE; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0639,YES,TERM_TRAIN_VG_0132,single_form,unchanged,1,1,0,0,SUBSTANCE,defensive exterior,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0639
TERM_TRAIN_0133,卫气,defensive Qi,SUBSTANCE,Defensive Qi,extracted_from_train_entities_template_normalized,"occurrence_count=5; first_occurrence=TCM_TRAIN_0047; source_translation_variants=Defensive Qi; defensive Qi; source_entity_types=SUBSTANCE; text_type=03_five_elements_zangfu; 05_yinyang_pathogenesis; 31_pediatric_disease_pathogenesis_patterns; evidence_ids=TCM_TRAIN_0047, TCM_TRAIN_0092, TCM_TRAIN_0093, TCM_TRAIN_0935, TCM_TRAIN_0940",YES,TERM_TRAIN_VG_0133,2 translation variant(s),template_preferred_applied; source_variants_kept_as_aliases,5,5,0,0,SUBSTANCE,Defensive Qi; defensive Qi,YES,Defensive Qi,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0047, TCM_TRAIN_0092, TCM_TRAIN_0093, TCM_TRAIN_0935, TCM_TRAIN_0940"
TERM_TRAIN_0134,卫气不固,insecurity of defensive Qi,SUBSTANCE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0975; source_translation_variants=insecurity of defensive Qi; source_entity_types=SUBSTANCE; text_type=32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0975,YES,TERM_TRAIN_VG_0134,single_form,unchanged,1,1,0,0,SUBSTANCE,insecurity of defensive Qi,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0975
TERM_TRAIN_0135,卫气营血辨证,"differential diagnosis by the analysis of Wei, Qi, Ying and Xue",DIAGNOSIS,Wei-Qi-Ying-Xue differentiation,extracted_from_train_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0281; source_translation_variants=Wei-Qi-Ying-Xue differentiation; source_entity_types=DIAGNOSIS; text_type=13_six_exogenous_pathogens; evidence_ids=TCM_TRAIN_0281,YES,TERM_TRAIN_VG_0135,single_form,template_preferred_applied; source_variants_kept_as_aliases,1,1,0,0,DIAGNOSIS,Wei-Qi-Ying-Xue differentiation,NO,Wei-Qi-Ying-Xue differentiation,,单一译名/单一类型，未发现需要修正的问题。,TCM_TRAIN_0281
TERM_TRAIN_0136,卫表不固,insecurity of the defensive exterior,SUBSTANCE,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0841; source_translation_variants=insecurity of the defensive exterior; source_entity_types=SUBSTANCE; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0841, TCM_TRAIN_0842",YES,TERM_TRAIN_VG_0136,single_form,unchanged,2,2,0,0,SUBSTANCE,insecurity of the defensive exterior,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0841, TCM_TRAIN_0842"
TERM_TRAIN_0137,卫阳被遏,defensive Yang being constrained,DIAGNOSIS,,extracted_from_train_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0410; source_translation_variants=defensive Yang being constrained; source_entity_types=DIAGNOSIS; text_type=17_four_diagnostics_tongue_pulse; 31_pediatric_disease_pathogenesis_patterns; evidence_ids=TCM_TRAIN_0410, TCM_TRAIN_0905, TCM_TRAIN_0906",YES,TERM_TRAIN_VG_0137,single_form,unchanged,3,3,0,0,DIAGNOSIS,defensive Yang being constrained,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0410, TCM_TRAIN_0905, TCM_TRAIN_0906"
TERM_TRAIN_0138,压痛,tenderness,SYMPTOM,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0323; source_translation_variants=tenderness; source_entity_types=SYMPTOM; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0323,YES,TERM_TRAIN_VG_0138,single_form,unchanged,1,1,0,0,SYMPTOM,tenderness,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0323
TERM_TRAIN_0139,厌食,anorexia,CONCEPT,,extracted_from_train_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0690; source_translation_variants=anorexia; source_entity_types=CONCEPT; text_type=26_emotion_diet_labor_etiology; evidence_ids=TCM_TRAIN_0690, TCM_TRAIN_0691",YES,TERM_TRAIN_VG_0139,single_form,unchanged,2,2,0,0,CONCEPT,anorexia,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0690, TCM_TRAIN_0691"
TERM_TRAIN_0140,厚苔,thick coating,DIAGNOSIS,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0253; source_translation_variants=thick coating; source_entity_types=DIAGNOSIS; text_type=11_kidney_essence_jing_marrow; evidence_ids=TCM_TRAIN_0253,YES,TERM_TRAIN_VG_0140,single_form,unchanged,1,1,0,0,DIAGNOSIS,thick coating,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0253
TERM_TRAIN_0141,厥阴病,Jueyin disease,DISEASE,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0280; source_translation_variants=Jueyin disease; source_entity_types=DISEASE; text_type=12_qi_blood_body_fluid_relations; evidence_ids=TCM_TRAIN_0280,YES,TERM_TRAIN_VG_0141,single_form,unchanged,1,1,0,0,DISEASE,Jueyin disease,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0280
TERM_TRAIN_0142,反复发作,repeated attacks,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0986; source_translation_variants=repeated attacks; source_entity_types=CONCEPT; text_type=32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0986,YES,TERM_TRAIN_VG_0142,single_form,unchanged,1,1,0,0,CONCEPT,repeated attacks,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0986
TERM_TRAIN_0143,反复感冒,recurrent common cold,CONCEPT,,extracted_from_train_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0985; source_translation_variants=recurrent common cold; source_entity_types=CONCEPT; text_type=32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0985,YES,TERM_TRAIN_VG_0143,single_form,unchanged,1,1,0,0,CONCEPT,recurrent common cold,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0985
