id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities,entities_eval,entities_model,entities_gold
TCM_TEST_0130,test,肾精亏损可影响齿骨发育。,肾精亏损可影响齿骨发育。,Depletion of kidney essence can affect development of teeth and bones.,Deficiencies of kidney Qi can affect the development of the teeth and bones.,Deficiencies of kidney Qi can affect the development of the teeth and bones.,Deficiencies of kidney Qi can affect the development of the teeth and bones.,Deficiencies of kidney Qi can affect the development of the teeth and bones.,False,"[{""zh"": ""肾精亏损"", ""en"": ""depletion of kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""齿骨"", ""en"": ""teeth and bones"", ""type"": ""TISSUE""}]","[{""zh"": ""肾精亏损"", ""en"": ""depletion of kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""齿骨"", ""en"": ""teeth and bones"", ""type"": ""TISSUE""}]","[{""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""肾精亏损"", ""en"": ""depletion of kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""齿骨"", ""en"": ""teeth and bones"", ""type"": ""TISSUE""}]"
TCM_TEST_0131,test,胆气不利可影响胆汁疏泄。,胆气不利可影响胆汁疏泄。,Unsmooth gallbladder Qi can affect the free flow of bile.,Deficiency of Qi can affect Qi drain.,Deficiency of Qi can affect Qi drain.,Deficiency of Qi can affect Qi drain.,Deficiency of Qi can affect Qi drain.,False,"[{""zh"": ""胆气不利"", ""en"": ""unsmooth gallbladder Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""胆气"", ""en"": ""gallbladder Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胆汁"", ""en"": ""bile"", ""type"": ""FLUID""}]","[{""zh"": ""胆气不利"", ""en"": ""unsmooth gallbladder Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""胆气"", ""en"": ""gallbladder Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胆汁"", ""en"": ""bile"", ""type"": ""FLUID""}]","[{""zh"": ""胆汁"", ""en"": ""bile"", ""type"": ""FLUID""}]","[{""zh"": ""胆气不利"", ""en"": ""unsmooth gallbladder Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""胆气"", ""en"": ""gallbladder Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胆汁"", ""en"": ""bile"", ""type"": ""FLUID""}]"
TCM_TEST_0132,test,胃热炽盛可耗伤胃阴。,胃热炽盛可耗伤胃阴。,Exuberant stomach heat can consume stomach Yin.,Inflammation of the stomach and heat can cause depletion of the stomach and Qi.,Inflammation of the stomach and heat can cause depletion of the stomach and Qi.,Inflammation of the stomach Yin heat can cause depletion of the stomach and Qi.,Inflammation of the stomach and heat can cause depletion of the stomach and Qi.,False,"[{""zh"": ""胃热炽盛"", ""en"": ""exuberant stomach heat"", ""type"": ""PATHOGEN""}, {""zh"": ""胃阴"", ""en"": ""stomach Yin"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}]","[{""zh"": ""胃热炽盛"", ""en"": ""exuberant stomach heat"", ""type"": ""PATHOGEN""}, {""zh"": ""胃阴"", ""en"": ""stomach Yin"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}]","[{""zh"": ""胃阴"", ""en"": ""stomach Yin"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""胃热炽盛"", ""en"": ""exuberant stomach heat"", ""type"": ""PATHOGEN""}, {""zh"": ""胃阴"", ""en"": ""stomach Yin"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}]"
TCM_TEST_0133,test,胃寒凝滞可影响受纳腐熟。,胃寒凝滞可影响受纳腐熟。,Stomach cold with stagnation can impair reception and decomposition.,Coldness of the stomach can affect dysentery and dyslexia in subjection to nymph decomposition.,Coldness of the stomach can affect dysentery and dyslexia in subjection to nymph decomposition.,Coldness of the stomach can affect dysentery and dyslexia in subjection reception and decomposition.,Coldness of the stomach can affect dysentery and dyslexia in subjection to nymph decomposition.,False,"[{""zh"": ""胃寒凝滞"", ""en"": ""stomach cold with stagnation"", ""type"": ""PATHOGEN""}, {""zh"": ""受纳腐熟"", ""en"": ""reception and decomposition"", ""type"": ""CONCEPT""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""胃寒凝滞"", ""en"": ""stomach cold with stagnation"", ""type"": ""PATHOGEN""}, {""zh"": ""受纳腐熟"", ""en"": ""reception and decomposition"", ""type"": ""CONCEPT""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""胃寒凝滞"", ""en"": ""stomach cold with stagnation"", ""type"": ""PATHOGEN""}, {""zh"": ""受纳腐熟"", ""en"": ""reception and decomposition"", ""type"": ""CONCEPT""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0134,test,小肠气化失常可影响清浊分泌。,小肠气化失常可影响清浊分泌。,Dysfunction of small-intestine Qi transformation can affect separation of the clear and turbid.,Incursions of small intestine and Qi can affect the clean Qi partition.,Incursions of small intestine and Qi can affect the clean Qi partition.,Incursions of small-intestine Qi transformation affect the clean Qi partition.,Incursions of small intestine and Qi can affect the clean Qi partition.,False,"[{""zh"": ""小肠气化"", ""en"": ""small-intestine Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""清浊"", ""en"": ""clear and turbid"", ""type"": ""THERAPY""}]","[{""zh"": ""小肠气化"", ""en"": ""small-intestine Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""清浊"", ""en"": ""clear and turbid"", ""type"": ""THERAPY""}]","[{""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""清浊"", ""en"": ""clear and turbid"", ""type"": ""THERAPY""}]","[{""zh"": ""小肠气化"", ""en"": ""small-intestine Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""清浊"", ""en"": ""clear and turbid"", ""type"": ""THERAPY""}]"
TCM_TEST_0135,test,大肠津亏可导致传导不利。,大肠津亏可导致传导不利。,Fluid deficiency in the large intestine can cause difficult transportation.,Deficiencies of large intestines can cause disadvantage in transmission.,Deficiencies of large intestines can cause disadvantage in transmission.,Deficiencies of large intestines can cause disadvantage in transmission.,Deficiencies of large intestines can cause disadvantage in transmission.,False,"[{""zh"": ""传导不利"", ""en"": ""difficult transportation"", ""type"": ""CONCEPT""}, {""zh"": ""大肠"", ""en"": ""large intestine"", ""type"": ""ORGAN""}]","[{""zh"": ""传导不利"", ""en"": ""difficult transportation"", ""type"": ""CONCEPT""}, {""zh"": ""大肠"", ""en"": ""large intestine"", ""type"": ""ORGAN""}]","[{""zh"": ""大肠"", ""en"": ""large intestine"", ""type"": ""ORGAN""}]","[{""zh"": ""大肠津亏"", ""en"": ""fluid deficiency in large intestine"", ""type"": ""SUBSTANCE""}, {""zh"": ""传导不利"", ""en"": ""difficult transportation"", ""type"": ""CONCEPT""}, {""zh"": ""大肠"", ""en"": ""large intestine"", ""type"": ""ORGAN""}, {""zh"": ""津亏"", ""en"": ""fluid depletion"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0136,test,膀胱湿热可影响气化排尿。,膀胱湿热可影响气化排尿。,Dampness-heat in the urinary bladder can affect Qi transformation and urination.,The Qi-dampness heat can affect the physiosis of urinary.,The Qi-dampness heat can affect the physiosis of urinary.,The Qi-dampness heat can affect the physiosis of urinary.,The Qi-dampness heat can affect the physiosis of urinary.,False,"[{""zh"": ""膀胱"", ""en"": ""urinary bladder"", ""type"": ""ORGAN""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]","[{""zh"": ""膀胱"", ""en"": ""urinary bladder"", ""type"": ""ORGAN""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]","[{""zh"": ""膀胱"", ""en"": ""urinary bladder"", ""type"": ""ORGAN""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}]","[{""zh"": ""膀胱湿热"", ""en"": ""dampness-heat in urinary bladder"", ""type"": ""PATHOGEN""}, {""zh"": ""膀胱"", ""en"": ""urinary bladder"", ""type"": ""ORGAN""}, {""zh"": ""气化"", ""en"": ""Qi transformation"", ""type"": ""THERAPY""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0137,test,三焦不利可影响水道通调。,三焦不利可影响水道通调。,Unsmooth triple Jiao can affect regulation of the water pathways.,Adverseness of the three focals can affect the flow of watercourses.,Adverseness of the three focals can affect the flow of watercourses.,Adverseness of the three focals can affect the flow of watercourses.,Adverseness of the three focals can affect the flow of watercourses.,False,"[{""zh"": ""三焦不利"", ""en"": ""unsmooth triple Jiao"", ""type"": ""CONCEPT""}, {""zh"": ""水道"", ""en"": ""water pathways"", ""type"": ""CONCEPT""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]","[{""zh"": ""三焦不利"", ""en"": ""unsmooth triple Jiao"", ""type"": ""CONCEPT""}, {""zh"": ""水道"", ""en"": ""water pathways"", ""type"": ""CONCEPT""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]","[{""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]","[{""zh"": ""三焦不利"", ""en"": ""unsmooth triple Jiao"", ""type"": ""CONCEPT""}, {""zh"": ""水道"", ""en"": ""water pathways"", ""type"": ""CONCEPT""}, {""zh"": ""水"", ""en"": ""water"", ""type"": ""ELEMENT""}]"
TCM_TEST_0138,test,卫气不足可使肌表失固。,卫气不足可使肌表失固。,Insufficiency of defensive Qi can make the superficies insecure.,Insufficiency of protective Qi can cause infirmity of Qi Qi.,Insufficiency of protective Qi can cause infirmity of Qi Qi.,insufficiency of defensive Qi can cause infirmity of Qi Qi.,Insufficiency of protective Qi can cause infirmity of Qi Qi.,False,"[{""zh"": ""卫气不足"", ""en"": ""insufficiency of defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""肌表"", ""en"": ""superficies"", ""type"": ""PATHOGENESIS""}]","[{""zh"": ""卫气不足"", ""en"": ""insufficiency of defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""肌表"", ""en"": ""superficies"", ""type"": ""PATHOGENESIS""}]","[{""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""肌表"", ""en"": ""superficies"", ""type"": ""PATHOGENESIS""}]","[{""zh"": ""卫气不足"", ""en"": ""insufficiency of defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""肌表"", ""en"": ""superficies"", ""type"": ""PATHOGENESIS""}]"
TCM_TEST_0139,test,营气不足可影响血液化生。,营气不足可影响血液化生。,Insufficiency of nutritive Qi can affect blood production.,Inadequate Qi can affect blood-chemistry.,Inadequate Qi can affect blood-chemistry.,Inadequate Qi can affect blood-chemistry.,Inadequate Qi can affect blood-chemistry.,False,"[{""zh"": ""营气不足"", ""en"": ""insufficiency of nutritive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""血液化生"", ""en"": ""blood production"", ""type"": ""THERAPY""}]","[{""zh"": ""营气不足"", ""en"": ""insufficiency of nutritive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""血液化生"", ""en"": ""blood production"", ""type"": ""THERAPY""}]",[],"[{""zh"": ""营气不足"", ""en"": ""insufficiency of nutritive Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""血液化生"", ""en"": ""blood production"", ""type"": ""THERAPY""}]"
TCM_TEST_0140,test,宗气不足可影响呼吸和心脉。,宗气不足可影响呼吸和心脉。,Insufficiency of pectoral Qi can affect respiration and the heart vessels.,Insufficiency of Qi can affect the breathing and pulse of the heart.,Insufficiency of Qi can affect the breathing and pulse of the heart.,insufficiency of pectoral Qi can affect the breathing and pulse of the heart.,Insufficiency of Qi can affect the breathing and pulse of the heart.,False,"[{""zh"": ""宗气不足"", ""en"": ""insufficiency of pectoral Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""呼吸"", ""en"": ""respiration"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]","[{""zh"": ""宗气不足"", ""en"": ""insufficiency of pectoral Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""呼吸"", ""en"": ""respiration"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]","[{""zh"": ""呼吸"", ""en"": ""respiration"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]","[{""zh"": ""宗气不足"", ""en"": ""insufficiency of pectoral Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""呼吸"", ""en"": ""respiration"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心"", ""en"": ""heart"", ""type"": ""ORGAN""}]"
TCM_TEST_0141,test,元气亏虚可使脏腑功能衰退。,元气亏虚可使脏腑功能衰退。,Deficiency of primordial Qi can make Zang-Fu functions decline.,Deficiencies of meta-gas can cause deterioration of the profane function.,Deficiencies of meta-gas can cause deterioration of the profane function.,Deficiencies of meta-gas can cause deterioration of the profane function.,Deficiencies of meta-gas can cause deterioration of the profane function.,False,"[{""zh"": ""元气亏虚"", ""en"": ""deficiency of primordial Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""元气亏虚"", ""en"": ""deficiency of primordial Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""元气亏虚"", ""en"": ""deficiency of primordial Qi"", ""type"": ""SUBSTANCE""}, {""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]"
TCM_TEST_0142,test,小儿肺脏娇嫩，外邪易从口鼻入侵。,小儿肺脏娇嫩，外邪易从口鼻入侵。,"The lungs of children are delicate, and exogenous pathogens easily invade through the mouth and nose.",Young children ' s lungs are tender and outer evil can easily enter from their mouth and nose.,Young children ' s lungs are tender and outer evil can easily enter from their mouth and nose.,Young children ' s lungs are tender and outer evil can easily enter from their mouth and nose.,Young children ' s lungs are tender and outer evil can easily enter from their mouth and nose.,False,"[{""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}]","[{""zh"": ""肺脏娇嫩"", ""en"": ""delicate lungs"", ""type"": ""CONCEPT""}, {""zh"": ""外邪"", ""en"": ""exogenous pathogens"", ""type"": ""PATHOGEN""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0143,test,小儿脾胃薄弱，乳食不节易成积滞。,小儿脾胃薄弱，乳食不节易成积滞。,"The spleen and stomach of children are weak, and improper feeding easily forms accumulation.",Young children ' s spleen and stomachs are weak and milk-eating is not easy to accumulate.,Young children ' s spleen and stomachs are weak and milk-eating is not easy to accumulate.,Young children ' s spleen and stomachs are weak and milk-eating is not easy to accumulate.,Young children ' s spleen and stomachs are weak and milk-eating is not easy to accumulate.,False,"[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""乳食不节"", ""en"": ""improper feeding"", ""type"": ""CONCEPT""}, {""zh"": ""脾胃薄弱"", ""en"": ""weak spleen and stomach"", ""type"": ""CONCEPT""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0144,test,小儿肾气未充，骨髓发育尚未完善。,小儿肾气未充，骨髓发育尚未完善。,"Kidney-Qi in children is not yet abundant, and bone marrow development is not yet complete.",Young children ' s kidney Qi is not plentiful and bone marrow development is not complete.,Young children ' s kidney Qi is not plentiful and bone marrow development is not complete.,Young children ' s kidney Qi is not plentiful and bone marrow development is not complete.,Young children ' s kidney Qi is not plentiful and bone marrow development is not complete.,False,"[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""骨髓"", ""en"": ""bone marrow"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""骨髓"", ""en"": ""bone marrow"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""骨髓"", ""en"": ""bone marrow"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""肾气未充"", ""en"": ""kidney-Qi not yet abundant"", ""type"": ""SUBSTANCE""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""骨髓"", ""en"": ""bone marrow"", ""type"": ""SUBSTANCE""}]"
TCM_TEST_0145,test,小儿热病易出现热极生风。,小儿热病易出现热极生风。,Febrile diseases in children easily lead to extreme heat generating wind.,Young childhood fever and disease tend to develop heat and extreme wind.,Young childhood fever and disease tend to develop heat and extreme wind.,Young childhood fever and disease tend to develop heat and extreme wind.,Young childhood fever and disease tend to develop heat and extreme wind.,False,"[{""zh"": ""小儿热病"", ""en"": ""febrile diseases in children"", ""type"": ""DISEASE""}, {""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]","[{""zh"": ""小儿热病"", ""en"": ""febrile diseases in children"", ""type"": ""DISEASE""}, {""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿热病"", ""en"": ""febrile diseases in children"", ""type"": ""DISEASE""}, {""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0146,test,小儿泄泻日久可损伤脾肾阳气。,小儿泄泻日久可损伤脾肾阳气。,Prolonged diarrhea in children can damage Yang-Qi of the spleen and kidneys.,The daily discharge of children can damage spleen and kidney-yang Qi.,The daily discharge of children can damage spleen and kidney-yang Qi.,The daily diarrhea in children can damage spleen and kidney-yang Qi.,The daily discharge of children can damage spleen and kidney-yang Qi.,False,"[{""zh"": ""小儿泄泻"", ""en"": ""diarrhea in children"", ""type"": ""THERAPY""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿泄泻"", ""en"": ""diarrhea in children"", ""type"": ""THERAPY""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肾阳"", ""en"": ""kidney Yang"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""小儿泄泻"", ""en"": ""diarrhea in children"", ""type"": ""THERAPY""}, {""zh"": ""脾肾阳气"", ""en"": ""Yang-Qi of spleen and kidneys"", ""type"": ""SUBSTANCE""}, {""zh"": ""肾阳"", ""en"": ""kidney Yang"", ""type"": ""SUBSTANCE""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0147,test,疮疡毒邪炽盛可导致红肿热痛。,疮疡毒邪炽盛可导致红肿热痛。,"Exuberant toxins in sores and ulcers can cause redness, swelling, heat and pain.",Academia and venom can cause red swollen fever and pain.,Academia and venom can cause red swollen fever and pain.,Academia and venom can cause red swollen fever and pain.,Academia and venom can cause red swollen fever and pain.,False,"[{""zh"": ""红肿热痛"", ""en"": ""redness, swelling, heat and pain"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪炽盛"", ""en"": ""exuberant toxins"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""红肿热痛"", ""en"": ""redness, swelling, heat and pain"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪炽盛"", ""en"": ""exuberant toxins"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""红肿热痛"", ""en"": ""redness, swelling, heat and pain"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪炽盛"", ""en"": ""exuberant toxins"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""毒邪"", ""en"": ""pathogenic toxins"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0148,test,疮疡气血不足可使愈合迟缓。,疮疡气血不足可使愈合迟缓。,Deficiency of Qi and blood in sores and ulcers can delay healing.,Insufficiency of Qi-Qi blood can slow healing.,Insufficiency of Qi-Qi blood can slow healing.,Insufficiency of Qi-Qi blood can slow healing.,Insufficiency of Qi-Qi blood can slow healing.,False,"[{""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0149,test,阴证疮疡多由寒痰凝滞而成。,阴证疮疡多由寒痰凝滞而成。,Yin-type sores and ulcers are often caused by stagnation of cold phlegm.,Qi Qi Qi Qi is often formed by cold Qi congregation.,Qi Qi Qi Qi is often formed by cold Qi congregation.,Qi Qi Qi Qi is often formed by cold Qi congregation.,Qi Qi Qi Qi is often formed by cold Qi congregation.,False,"[{""zh"": ""阴证疮疡"", ""en"": ""Yin-type sores and ulcers"", ""type"": ""SYMPTOM""}, {""zh"": ""寒痰凝滞"", ""en"": ""stagnation of cold phlegm"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""阴证疮疡"", ""en"": ""Yin-type sores and ulcers"", ""type"": ""SYMPTOM""}, {""zh"": ""寒痰凝滞"", ""en"": ""stagnation of cold phlegm"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""阴证疮疡"", ""en"": ""Yin-type sores and ulcers"", ""type"": ""SYMPTOM""}]","[{""zh"": ""阴证疮疡"", ""en"": ""Yin-type sores and ulcers"", ""type"": ""SYMPTOM""}, {""zh"": ""寒痰凝滞"", ""en"": ""stagnation of cold phlegm"", ""type"": ""PATHOGEN""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴证"", ""en"": ""Yin syndrome"", ""type"": ""SYNDROME""}]"
