term_id,zh,en,entity_type,aliases,source_status,note,preferred,variant_group,variant_note,normalization_action,occurrence_count,train_count,dev_count,test_count,entity_type_all,translation_variants,ambiguity_flag,corrected_from_en,corrected_from_entity_type,correction_note,evidence_ids
TERM_ALL_0490,心火内炽,internal blazing of Heart-fire,PATHOGEN,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0511; source_translation_variants=internal blazing of Heart-fire; source_entity_types=PATHOGEN; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0511, TCM_TRAIN_0513",YES,TERM_ALL_VG_0490,single_form,unchanged,2,2,0,0,PATHOGEN,internal blazing of Heart-fire,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0511, TCM_TRAIN_0513"
TERM_ALL_0491,心火扰神,heart fire disturbing spirit,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0187; source_translation_variants=heart fire disturbing spirit; source_entity_types=DIAGNOSIS; text_type=04_diagnostic_pattern_terms; evidence_ids=TCM_TEST_0187,YES,TERM_ALL_VG_0491,single_form,unchanged,1,0,0,1,DIAGNOSIS,heart fire disturbing spirit,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0187
TERM_ALL_0492,心烦,vexation,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0116; source_translation_variants=vexation; source_entity_types=CONCEPT; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0116,YES,TERM_ALL_VG_0492,single_form,unchanged,1,1,0,0,CONCEPT,vexation,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0116
TERM_ALL_0493,心神,mind,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=13; first_occurrence=TCM_TRAIN_0023; source_translation_variants=mind; source_entity_types=DIAGNOSIS; text_type=02_qi_blood_body_fluid; 03_five_elements_zangfu; 07_bagang_qi_blood_fluid_differentiation; 13_six_exogenous_pathogens; 17_four_diagnostics_tongue_pulse; 01_core_theory_zangfu_pathogenesis; 01_core_theory_yinyang_five_elements; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; 04_diagnostic_pattern_terms; 05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TRAIN_0023, TCM_TRAIN_0046, TCM_TRAIN_0156, TCM_TRAIN_0284, TCM_TRAIN_0394, TCM_DEV_0028, TCM_TEST_0034, TCM_TEST_0058, TCM_TEST_0113, TCM_TEST_0124, TCM_TEST_0151, TCM_TEST_0187, TCM_TEST_0213",YES,TERM_ALL_VG_0493,single_form,unchanged,13,5,1,7,DIAGNOSIS,mind,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0023, TCM_TRAIN_0046, TCM_TRAIN_0156, TCM_TRAIN_0284, TCM_TRAIN_0394, TCM_DEV_0028, TCM_TEST_0034, TCM_TEST_0058, TCM_TEST_0113, TCM_TEST_0124, TCM_TEST_0151, TCM_TEST_0187, TCM_TEST_0213"
TERM_ALL_0494,心神不宁,restlessness of mind,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0213; source_translation_variants=restlessness of mind; source_entity_types=DIAGNOSIS; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0213,YES,TERM_ALL_VG_0494,single_form,unchanged,1,0,0,1,DIAGNOSIS,restlessness of mind,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0213
TERM_ALL_0495,心神失养,malnutrition of the mind,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=7; first_occurrence=TCM_TRAIN_0211; source_translation_variants=malnutrition of the mind; source_entity_types=DIAGNOSIS; text_type=09_wei_qi_ying_xue_sanjiao; 20_medicinal_categories_functions; 29_qi_blood_fluid_pattern_terms; 01_core_theory_yinyang_five_elements; 03_zangfu_pathomechanism; 04_diagnostic_pattern_terms; evidence_ids=TCM_TRAIN_0211, TCM_TRAIN_0503, TCM_TRAIN_0835, TCM_TRAIN_0836, TCM_TEST_0034, TCM_TEST_0113, TCM_TEST_0187",YES,TERM_ALL_VG_0495,single_form,unchanged,7,4,0,3,DIAGNOSIS,malnutrition of the mind,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0211, TCM_TRAIN_0503, TCM_TRAIN_0835, TCM_TRAIN_0836, TCM_TEST_0034, TCM_TEST_0113, TCM_TEST_0187"
TERM_ALL_0496,心神得养,mind is nourished,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TEST_0058; source_translation_variants=mind is nourished; source_entity_types=DIAGNOSIS; text_type=02_zangfu_meridian_diagnosis; 04_diagnostic_pattern_terms; evidence_ids=TCM_TEST_0058, TCM_TEST_0151",YES,TERM_ALL_VG_0496,single_form,unchanged,2,0,0,2,DIAGNOSIS,mind is nourished,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TEST_0058, TCM_TEST_0151"
TERM_ALL_0497,心神被扰,disturbance of the mind,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0205; source_translation_variants=disturbance of the mind; source_entity_types=DIAGNOSIS; text_type=09_wei_qi_ying_xue_sanjiao; 20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0205, TCM_TRAIN_0512",YES,TERM_ALL_VG_0497,single_form,unchanged,2,2,0,0,DIAGNOSIS,disturbance of the mind,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0205, TCM_TRAIN_0512"
TERM_ALL_0498,心窍,heart orifices,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0402; source_translation_variants=heart orifices; source_entity_types=DIAGNOSIS; text_type=17_four_diagnostics_tongue_pulse; evidence_ids=TCM_TRAIN_0402,YES,TERM_ALL_VG_0498,single_form,unchanged,1,1,0,0,DIAGNOSIS,heart orifices,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0402
TERM_ALL_0499,心经积热,accumulated heat in Heart channel,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0174; source_translation_variants=accumulated heat in Heart channel; source_entity_types=DIAGNOSIS; text_type=04_diagnostics_symptoms_syndromes; evidence_ids=TCM_DEV_0174,YES,TERM_ALL_VG_0499,single_form,unchanged,1,0,1,0,DIAGNOSIS,accumulated heat in Heart channel,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_DEV_0174
TERM_ALL_0500,心肝火旺,heart-liver fire,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_DEV_0213; source_translation_variants=heart-liver fire; source_entity_types=PATHOGENESIS; text_type=05_bagang_pathogenesis_mixed_syndromes; evidence_ids=TCM_DEV_0213, TCM_DEV_0233",YES,TERM_ALL_VG_0500,single_form,unchanged,2,0,2,0,PATHOGENESIS,heart-liver fire,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_DEV_0213, TCM_DEV_0233"
TERM_ALL_0501,心肺,heart and lungs,CONCEPT,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0051; source_translation_variants=heart and lungs; source_entity_types=CONCEPT; text_type=03_five_elements_zangfu; 06_meridians_etiology; evidence_ids=TCM_TRAIN_0051, TCM_TRAIN_0107",YES,TERM_ALL_VG_0501,single_form,unchanged,2,2,0,0,CONCEPT,heart and lungs,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0051, TCM_TRAIN_0107"
TERM_ALL_0502,心肺气虚,heart-lung Qi deficiency,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0220; source_translation_variants=heart-lung Qi deficiency; source_entity_types=SUBSTANCE; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0220,YES,TERM_ALL_VG_0502,single_form,unchanged,1,0,0,1,SUBSTANCE,heart-lung Qi deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0220
TERM_ALL_0503,心肾,heart and kidneys,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0279; source_translation_variants=heart and kidneys; source_entity_types=CONCEPT; text_type=12_qi_blood_body_fluid_relations; evidence_ids=TCM_TRAIN_0279,YES,TERM_ALL_VG_0503,single_form,unchanged,1,1,0,0,CONCEPT,heart and kidneys,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0279
TERM_ALL_0504,心肾不交,disharmony between heart and kidneys,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0116; source_translation_variants=disharmony between heart and kidneys; source_entity_types=CONCEPT; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0116,YES,TERM_ALL_VG_0504,single_form,unchanged,1,1,0,0,CONCEPT,disharmony between heart and kidneys,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0116
TERM_ALL_0505,心肾不交证,disharmony between heart and kidneys syndrome,SYNDROME,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0514; source_translation_variants=disharmony between heart and kidneys syndrome; source_entity_types=SYNDROME; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0514, TCM_TRAIN_0515, TCM_TRAIN_0516",YES,TERM_ALL_VG_0505,single_form,unchanged,3,3,0,0,SYNDROME,disharmony between heart and kidneys syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0514, TCM_TRAIN_0515, TCM_TRAIN_0516"
TERM_ALL_0506,心肾失交,heart-kidney disharmony,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0209; source_translation_variants=heart-kidney disharmony; source_entity_types=PATHOGENESIS; text_type=05_bagang_pathogenesis_mixed_syndromes; evidence_ids=TCM_DEV_0209,YES,TERM_ALL_VG_0506,single_form,unchanged,1,0,1,0,PATHOGENESIS,heart-kidney disharmony,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_DEV_0209
TERM_ALL_0507,心肾相交,coordination of heart and kidneys,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0113; source_translation_variants=coordination of heart and kidneys; source_entity_types=CONCEPT; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0113,YES,TERM_ALL_VG_0507,single_form,unchanged,1,1,0,0,CONCEPT,coordination of heart and kidneys,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0113
TERM_ALL_0508,心肾阳虚,heart-kidney Yang deficiency,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0221; source_translation_variants=heart-kidney Yang deficiency; source_entity_types=SUBSTANCE; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0221,YES,TERM_ALL_VG_0508,single_form,unchanged,1,0,0,1,SUBSTANCE,heart-kidney Yang deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0221
TERM_ALL_0509,心脉,heart vessels,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0109; source_translation_variants=heart vessels; source_entity_types=DIAGNOSIS; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0109,YES,TERM_ALL_VG_0509,single_form,unchanged,1,1,0,0,DIAGNOSIS,heart vessels,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0109
TERM_ALL_0510,心脉鼓动无力,weak pulsation of heart vessels,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0500; source_translation_variants=weak pulsation of heart vessels; source_entity_types=DIAGNOSIS; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0500,YES,TERM_ALL_VG_0510,single_form,unchanged,1,1,0,0,DIAGNOSIS,weak pulsation of heart vessels,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0500
TERM_ALL_0511,心脾,heart and spleen,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0111; source_translation_variants=heart and spleen; source_entity_types=CONCEPT; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0111,YES,TERM_ALL_VG_0511,single_form,unchanged,1,1,0,0,CONCEPT,heart and spleen,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0111
TERM_ALL_0512,心脾不足,heart-spleen insufficiency,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0130; source_translation_variants=heart-spleen insufficiency; source_entity_types=PATHOGENESIS; text_type=03_zangfu_pathogenesis_qi_blood; evidence_ids=TCM_DEV_0130,YES,TERM_ALL_VG_0512,single_form,unchanged,1,0,1,0,PATHOGENESIS,heart-spleen insufficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_DEV_0130
TERM_ALL_0513,心脾两虚,heart-spleen deficiency,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0239; source_translation_variants=heart-spleen deficiency; source_entity_types=CONCEPT; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0239,YES,TERM_ALL_VG_0513,single_form,unchanged,1,0,0,1,CONCEPT,heart-spleen deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0239
TERM_ALL_0514,心脾积热,accumulated heat in the heart and spleen,PATHOGEN,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0688; source_translation_variants=accumulated heat in the heart and spleen; source_entity_types=PATHOGEN; text_type=26_emotion_diet_labor_etiology; evidence_ids=TCM_TRAIN_0688, TCM_TRAIN_0689",YES,TERM_ALL_VG_0514,single_form,unchanged,2,2,0,0,PATHOGEN,accumulated heat in the heart and spleen,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0688, TCM_TRAIN_0689"
TERM_ALL_0515,心血,heart-blood,SUBSTANCE,heart blood,extracted_from_all_entities_template_normalized,"occurrence_count=7; first_occurrence=TCM_TRAIN_0110; source_translation_variants=heart blood; source_entity_types=SUBSTANCE; text_type=06_meridians_etiology; 01_core_theory_zangfu_pathogenesis; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; 04_diagnostic_pattern_terms; 05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TRAIN_0110, TCM_TRAIN_0112, TCM_DEV_0009, TCM_TEST_0058, TCM_TEST_0113, TCM_TEST_0186, TCM_TEST_0228",YES,TERM_ALL_VG_0515,single_form,template_preferred_applied; source_variants_kept_as_aliases,7,2,1,4,SUBSTANCE,heart blood,NO,heart blood,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0110, TCM_TRAIN_0112, TCM_DEV_0009, TCM_TEST_0058, TCM_TEST_0113, TCM_TEST_0186, TCM_TEST_0228"
TERM_ALL_0516,心血不足,insufficiency of Heart-blood,DIAGNOSIS,insufficiency of heart blood,extracted_from_all_entities_auto_normalized,"occurrence_count=7; first_occurrence=TCM_TRAIN_0502; source_translation_variants=insufficiency of Heart-blood; insufficiency of heart blood; source_entity_types=DIAGNOSIS; text_type=20_medicinal_categories_functions; 29_qi_blood_fluid_pattern_terms; 03_zangfu_pathogenesis_qi_blood; 03_zangfu_pathomechanism; 04_diagnostic_pattern_terms; evidence_ids=TCM_TRAIN_0502, TCM_TRAIN_0504, TCM_TRAIN_0835, TCM_TRAIN_0836, TCM_DEV_0094, TCM_TEST_0113, TCM_TEST_0186",YES,TERM_ALL_VG_0516,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,7,4,1,2,DIAGNOSIS,insufficiency of Heart-blood; insufficiency of heart blood,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0502, TCM_TRAIN_0504, TCM_TRAIN_0835, TCM_TRAIN_0836, TCM_DEV_0094, TCM_TEST_0113, TCM_TEST_0186"
TERM_ALL_0517,心血瘀阻,obstruction of heart blood by stasis,PATHOGEN,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0228; source_translation_variants=obstruction of heart blood by stasis; source_entity_types=PATHOGEN; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0228,YES,TERM_ALL_VG_0517,single_form,unchanged,1,0,0,1,PATHOGEN,obstruction of heart blood by stasis,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0228
TERM_ALL_0518,心血虚,Heart-blood deficiency,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0211; source_translation_variants=Heart-blood deficiency; source_entity_types=SUBSTANCE; text_type=09_wei_qi_ying_xue_sanjiao; evidence_ids=TCM_TRAIN_0211,YES,TERM_ALL_VG_0518,single_form,unchanged,1,1,0,0,SUBSTANCE,Heart-blood deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0211
TERM_ALL_0519,心血虚证,Heart-blood deficiency syndrome,SYNDROME,,extracted_from_all_entities_auto_normalized,"occurrence_count=5; first_occurrence=TCM_TRAIN_0502; source_translation_variants=Heart-blood deficiency syndrome; source_entity_types=SYNDROME; text_type=20_medicinal_categories_functions; 24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0502, TCM_TRAIN_0503, TCM_TRAIN_0504, TCM_TRAIN_0607, TCM_TRAIN_0608",YES,TERM_ALL_VG_0519,single_form,unchanged,5,5,0,0,SYNDROME,Heart-blood deficiency syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0502, TCM_TRAIN_0503, TCM_TRAIN_0504, TCM_TRAIN_0607, TCM_TRAIN_0608"
TERM_ALL_0520,心阳,Heart Yang,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0934; source_translation_variants=Heart Yang; source_entity_types=DIAGNOSIS; text_type=31_pediatric_disease_pathogenesis_patterns; 01_core_theory_zangfu_pathogenesis; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; evidence_ids=TCM_TRAIN_0934, TCM_DEV_0008, TCM_TEST_0057, TCM_TEST_0112",YES,TERM_ALL_VG_0520,single_form,unchanged,4,1,1,2,DIAGNOSIS,Heart Yang,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0934, TCM_DEV_0008, TCM_TEST_0057, TCM_TEST_0112"
TERM_ALL_0521,心阳不振,weakness of Heart-Yang,SUBSTANCE,weakness of heart Yang,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0839; source_translation_variants=weakness of Heart-Yang; weakness of heart Yang; source_entity_types=SUBSTANCE; text_type=29_qi_blood_fluid_pattern_terms; 03_zangfu_pathomechanism; evidence_ids=TCM_TRAIN_0839, TCM_TRAIN_0840, TCM_TEST_0112",YES,TERM_ALL_VG_0521,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,3,2,0,1,SUBSTANCE,weakness of Heart-Yang; weakness of heart Yang,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0839, TCM_TRAIN_0840, TCM_TEST_0112"
TERM_ALL_0522,心阳不足,insufficiency of Heart-Yang,SUBSTANCE,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0508; source_translation_variants=insufficiency of Heart-Yang; source_entity_types=SUBSTANCE; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0508, TCM_TRAIN_0510",YES,TERM_ALL_VG_0522,single_form,unchanged,2,2,0,0,SUBSTANCE,insufficiency of Heart-Yang,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0508, TCM_TRAIN_0510"
TERM_ALL_0523,心阳亏虚,deficiency of heart Yang,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0093; source_translation_variants=deficiency of heart Yang; source_entity_types=PATHOGENESIS; text_type=03_zangfu_pathogenesis_qi_blood; evidence_ids=TCM_DEV_0093,YES,TERM_ALL_VG_0523,single_form,unchanged,1,0,1,0,PATHOGENESIS,deficiency of heart Yang,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_DEV_0093
TERM_ALL_0524,心阳虚,Heart-Yang deficiency,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0210; source_translation_variants=Heart-Yang deficiency; source_entity_types=SUBSTANCE; text_type=09_wei_qi_ying_xue_sanjiao; evidence_ids=TCM_TRAIN_0210,YES,TERM_ALL_VG_0524,single_form,unchanged,1,1,0,0,SUBSTANCE,Heart-Yang deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0210
TERM_ALL_0525,心阳虚证,Heart-Yang deficiency syndrome,SYNDROME,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0508; source_translation_variants=Heart-Yang deficiency syndrome; source_entity_types=SYNDROME; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0508, TCM_TRAIN_0509, TCM_TRAIN_0510",YES,TERM_ALL_VG_0525,single_form,unchanged,3,3,0,0,SYNDROME,Heart-Yang deficiency syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0508, TCM_TRAIN_0509, TCM_TRAIN_0510"
TERM_ALL_0526,心阴不足,insufficiency of Heart-Yin,PATHOGENESIS,insufficiency of heart Yin,extracted_from_all_entities_auto_normalized,"occurrence_count=6; first_occurrence=TCM_TRAIN_0505; source_translation_variants=insufficiency of Heart-Yin; insufficiency of heart Yin; source_entity_types=PATHOGENESIS; text_type=20_medicinal_categories_functions; 29_qi_blood_fluid_pattern_terms; 03_zangfu_pathogenesis_qi_blood; 03_zangfu_pathomechanism; evidence_ids=TCM_TRAIN_0505, TCM_TRAIN_0507, TCM_TRAIN_0837, TCM_TRAIN_0838, TCM_DEV_0095, TCM_TEST_0114",YES,TERM_ALL_VG_0526,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,6,4,1,1,PATHOGENESIS,insufficiency of Heart-Yin; insufficiency of heart Yin,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0505, TCM_TRAIN_0507, TCM_TRAIN_0837, TCM_TRAIN_0838, TCM_DEV_0095, TCM_TEST_0114"
TERM_ALL_0527,心阴虚,Heart-Yin deficiency,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0212; source_translation_variants=Heart-Yin deficiency; source_entity_types=SUBSTANCE; text_type=09_wei_qi_ying_xue_sanjiao; evidence_ids=TCM_TRAIN_0212,YES,TERM_ALL_VG_0527,single_form,unchanged,1,1,0,0,SUBSTANCE,Heart-Yin deficiency,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0212
TERM_ALL_0528,心阴虚证,Heart-Yin deficiency syndrome,SYNDROME,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0505; source_translation_variants=Heart-Yin deficiency syndrome; source_entity_types=SYNDROME; text_type=20_medicinal_categories_functions; evidence_ids=TCM_TRAIN_0505, TCM_TRAIN_0506, TCM_TRAIN_0507",YES,TERM_ALL_VG_0528,single_form,unchanged,3,3,0,0,SYNDROME,Heart-Yin deficiency syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0505, TCM_TRAIN_0506, TCM_TRAIN_0507"
TERM_ALL_0529,忧,melancholy,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0793; source_translation_variants=melancholy; source_entity_types=CONCEPT; text_type=28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0793,YES,TERM_ALL_VG_0529,single_form,unchanged,1,1,0,0,CONCEPT,melancholy,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0793
TERM_ALL_0530,怒,anger,CONCEPT,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0151; source_translation_variants=anger; source_entity_types=CONCEPT; text_type=07_bagang_qi_blood_fluid_differentiation; 29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0151, TCM_TRAIN_0157, TCM_TRAIN_0799",YES,TERM_ALL_VG_0530,single_form,unchanged,3,3,0,0,CONCEPT,anger,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0151, TCM_TRAIN_0157, TCM_TRAIN_0799"
TERM_ALL_0531,思,anxiety,CONCEPT,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0153; source_translation_variants=anxiety; source_entity_types=CONCEPT; text_type=07_bagang_qi_blood_fluid_differentiation; 08_six_channel_differentiation; 28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0153, TCM_TRAIN_0161, TCM_TRAIN_0796",YES,TERM_ALL_VG_0531,single_form,unchanged,3,3,0,0,CONCEPT,anxiety,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0153, TCM_TRAIN_0161, TCM_TRAIN_0796"
TERM_ALL_0532,急性发作,acute onset,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0732; source_translation_variants=acute onset; source_entity_types=PATHOGENESIS; text_type=27_pathogenesis_internal_wind_fire_dampness_stasis; evidence_ids=TCM_TRAIN_0732,YES,TERM_ALL_VG_0532,single_form,unchanged,1,1,0,0,PATHOGENESIS,acute onset,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0732
