id,split,zh,en,gold_count,model_count,eval_count,entities_gold,entities_model,entities_eval
TCM_TRAIN_0991,train,脾肾阳虚可导致久泻不止。,Yang deficiency of the spleen and kidneys can cause prolonged diarrhea.,2,2,1,"[{""zh"":""脾肾阳虚"",""en"":""Yang deficiency of spleen and kidneys"",""type"":""DIAGNOSIS""},{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]","[{""zh"":""脾肾阳虚"",""en"":""Yang deficiency of spleen and kidneys"",""type"":""DIAGNOSIS""},{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]","[{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]"
TCM_TRAIN_0993,train,水毒内闭可使病情危重。,Internal obstruction of water toxin can make the disease condition critical.,2,2,1,"[{""zh"":""水毒内闭"",""en"":""internal obstruction of water toxin"",""type"":""PATHOGEN""},{""zh"":""病情危重"",""en"":""critical condition"",""type"":""CONCEPT""}]","[{""zh"":""水毒内闭"",""en"":""internal obstruction of water toxin"",""type"":""PATHOGEN""},{""zh"":""病情危重"",""en"":""critical condition"",""type"":""CONCEPT""}]","[{""zh"":""水毒内闭"",""en"":""internal obstruction of water toxin"",""type"":""PATHOGEN""}]"
TCM_TRAIN_0995,train,痰热蒙闭心窍可导致神志昏迷。,Phlegm-heat clouding the heart orifices can cause coma.,2,2,1,"[{""zh"":""痰热蒙闭心窍"",""en"":""phlegm-heat clouding heart orifices"",""type"":""PATHOGEN""},{""zh"":""神志昏迷"",""en"":""coma"",""type"":""DIAGNOSIS""}]","[{""zh"":""痰热蒙闭心窍"",""en"":""phlegm-heat clouding heart orifices"",""type"":""PATHOGEN""},{""zh"":""神志昏迷"",""en"":""coma"",""type"":""DIAGNOSIS""}]","[{""zh"":""神志昏迷"",""en"":""coma"",""type"":""DIAGNOSIS""}]"
TCM_TRAIN_0996,train,冲任失调可导致妇科病证。,Disharmony of the Thoroughfare and Conception vessels can cause gynecological syndromes.,2,2,1,"[{""zh"":""冲任失调"",""en"":""disharmony of Thoroughfare and Conception vessels"",""type"":""CONCEPT""},{""zh"":""妇科病证"",""en"":""gynecological syndromes"",""type"":""SYNDROME""}]","[{""zh"":""冲任失调"",""en"":""disharmony of Thoroughfare and Conception vessels"",""type"":""CONCEPT""},{""zh"":""妇科病证"",""en"":""gynecological syndromes"",""type"":""SYNDROME""}]","[{""zh"":""妇科病证"",""en"":""gynecological syndromes"",""type"":""SYNDROME""}]"
TCM_DEV_0001,dev,阴阳离决可导致生命活动终止。,Separation of Yin and Yang can lead to termination of life activities.,2,1,2,"[{""zh"":""阴阳离决"",""en"":""separation of Yin and Yang"",""type"":""DIAGNOSIS""},{""zh"":""生命活动"",""en"":""life activities"",""type"":""PATHOGENESIS""}]","[{""zh"":""生命活动"",""en"":""life activities"",""type"":""PATHOGENESIS""}]","[{""zh"":""阴阳离决"",""en"":""separation of Yin and Yang"",""type"":""DIAGNOSIS""},{""zh"":""生命活动"",""en"":""life activities"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0002,dev,五行相乘表示相克太过。,Over-restriction among the five elements means excessive restriction.,2,0,1,"[{""zh"":""五行相乘"",""en"":""over-restriction among five elements"",""type"":""PATHOGENESIS""},{""zh"":""相克太过"",""en"":""excessive restriction"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""相克太过"",""en"":""excessive restriction"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0003,dev,五行相侮表示反向克制。,Counter-restriction among the five elements means reverse restraint.,2,0,2,"[{""zh"":""五行相侮"",""en"":""counter-restriction"",""type"":""PATHOGENESIS""},{""zh"":""反向克制"",""en"":""reverse restraint"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""五行相侮"",""en"":""counter-restriction"",""type"":""PATHOGENESIS""},{""zh"":""反向克制"",""en"":""reverse restraint"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0004,dev,木郁可以影响肝的疏泄功能。,Constraint of wood can affect the liver’s free-coursing function.,3,2,2,"[{""zh"":""木郁"",""en"":""constraint of wood"",""type"":""PATHOGENESIS""},{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""},{""zh"":""疏泄"",""en"":""free coursing"",""type"":""FUNCTION""}]","[{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""},{""zh"":""疏泄"",""en"":""free coursing"",""type"":""FUNCTION""}]","[{""zh"":""木郁"",""en"":""constraint of wood"",""type"":""PATHOGENESIS""},{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""}]"
TCM_DEV_0005,dev,土虚可以影响脾的运化功能。,Deficiency of earth can affect the spleen’s transportation and transformation.,3,2,3,"[{""zh"":""土虚"",""en"":""deficiency of earth"",""type"":""PATHOGENESIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]","[{""zh"":""土虚"",""en"":""deficiency of earth"",""type"":""PATHOGENESIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]"
TCM_DEV_0006,dev,金失肃降可以影响肺气运行。,Failure of metal to descend can affect the movement of lung-Qi.,3,3,2,"[{""zh"":""金"",""en"":""metal"",""type"":""ELEMENT""},{""zh"":""肃降"",""en"":""descending"",""type"":""FUNCTION""},{""zh"":""肺气"",""en"":""lung-Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""金"",""en"":""metal"",""type"":""ELEMENT""},{""zh"":""肃降"",""en"":""descending"",""type"":""FUNCTION""},{""zh"":""肺气"",""en"":""lung-Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""金"",""en"":""metal"",""type"":""ELEMENT""},{""zh"":""肺气"",""en"":""lung-Qi"",""type"":""SUBSTANCE""}]"
TCM_DEV_0007,dev,水亏不能涵养肝木。,Deficiency of water fails to nourish liver wood.,3,0,3,"[{""zh"":""水亏"",""en"":""deficiency of water"",""type"":""PATHOGENESIS""},{""zh"":""肝木"",""en"":""liver wood"",""type"":""PATHOGENESIS""},{""zh"":""涵养"",""en"":""nourish"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""水亏"",""en"":""deficiency of water"",""type"":""PATHOGENESIS""},{""zh"":""肝木"",""en"":""liver wood"",""type"":""PATHOGENESIS""},{""zh"":""涵养"",""en"":""nourish"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0008,dev,心阳推动血液温通脉道。,Heart Yang propels blood and warms the vessels to keep them free-flowing.,3,2,3,"[{""zh"":""心阳"",""en"":""Heart Yang"",""type"":""DIAGNOSIS""},{""zh"":""血液"",""en"":""blood"",""type"":""SUBSTANCE""},{""zh"":""脉道"",""en"":""vessels"",""type"":""DIAGNOSIS""}]","[{""zh"":""心阳"",""en"":""Heart Yang"",""type"":""DIAGNOSIS""},{""zh"":""血液"",""en"":""blood"",""type"":""SUBSTANCE""}]","[{""zh"":""心阳"",""en"":""Heart Yang"",""type"":""DIAGNOSIS""},{""zh"":""血液"",""en"":""blood"",""type"":""SUBSTANCE""},{""zh"":""脉道"",""en"":""vessels"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0009,dev,心血充盈有助于神志安定。,Abundant heart blood helps stabilize mental activities.,3,1,3,"[{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""神志"",""en"":""mental activities"",""type"":""CONCEPT""},{""zh"":""安定"",""en"":""stabilize"",""type"":""PATHOGENESIS""}]","[{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""}]","[{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""神志"",""en"":""mental activities"",""type"":""CONCEPT""},{""zh"":""安定"",""en"":""stabilize"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0012,dev,脾气升清维持清阳上达。,Spleen-Qi ascending the clear maintains the upward movement of clear Yang.,3,2,3,"[{""zh"":""脾气"",""en"":""spleen-Qi"",""type"":""SUBSTANCE""},{""zh"":""升清"",""en"":""ascending the clear"",""type"":""THERAPY""},{""zh"":""清阳"",""en"":""clear Yang"",""type"":""THERAPY""}]","[{""zh"":""脾气"",""en"":""spleen-Qi"",""type"":""SUBSTANCE""},{""zh"":""升清"",""en"":""ascending the clear"",""type"":""THERAPY""}]","[{""zh"":""脾气"",""en"":""spleen-Qi"",""type"":""SUBSTANCE""},{""zh"":""升清"",""en"":""ascending the clear"",""type"":""THERAPY""},{""zh"":""清阳"",""en"":""clear Yang"",""type"":""THERAPY""}]"
TCM_DEV_0013,dev,脾虚不运容易形成湿浊。,Spleen deficiency with failure of transportation easily forms damp turbidity.,3,0,2,"[{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""运化"",""en"":""transportation"",""type"":""FUNCTION""},{""zh"":""湿浊"",""en"":""damp turbidity"",""type"":""DIAGNOSIS""}]",[],"[{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""湿浊"",""en"":""damp turbidity"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0014,dev,肝血不足可使筋脉拘急。,Insufficiency of liver blood can cause contraction of tendons and vessels.,3,2,3,"[{""zh"":""肝血不足"",""en"":""insufficiency of liver blood"",""type"":""PATHOGENESIS""},{""zh"":""筋脉"",""en"":""tendons and vessels"",""type"":""DIAGNOSIS""},{""zh"":""拘急"",""en"":""contraction"",""type"":""PATHOGENESIS""}]","[{""zh"":""肝血不足"",""en"":""insufficiency of liver blood"",""type"":""PATHOGENESIS""},{""zh"":""筋脉"",""en"":""tendons and vessels"",""type"":""DIAGNOSIS""}]","[{""zh"":""肝血不足"",""en"":""insufficiency of liver blood"",""type"":""PATHOGENESIS""},{""zh"":""筋脉"",""en"":""tendons and vessels"",""type"":""DIAGNOSIS""},{""zh"":""拘急"",""en"":""contraction"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0015,dev,肝气条达有助于情志舒畅。,Smooth Liver-Qi helps maintain free flow of emotions.,3,3,2,"[{""zh"":""肝气"",""en"":""Liver-Qi"",""type"":""SUBSTANCE""},{""zh"":""条达"",""en"":""smooth flow"",""type"":""PATHOGENESIS""},{""zh"":""情志"",""en"":""emotions"",""type"":""DIAGNOSIS""}]","[{""zh"":""肝气"",""en"":""Liver-Qi"",""type"":""SUBSTANCE""},{""zh"":""条达"",""en"":""smooth flow"",""type"":""PATHOGENESIS""},{""zh"":""情志"",""en"":""emotions"",""type"":""DIAGNOSIS""}]","[{""zh"":""肝气"",""en"":""Liver-Qi"",""type"":""SUBSTANCE""},{""zh"":""情志"",""en"":""emotions"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0016,dev,肾气充盛可以固摄二阴。,Abundant kidney-Qi can secure the two lower orifices.,3,1,3,"[{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""固摄"",""en"":""secure"",""type"":""PATHOGENESIS""},{""zh"":""二阴"",""en"":""two lower orifices"",""type"":""PATHOGENESIS""}]","[{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""固摄"",""en"":""secure"",""type"":""PATHOGENESIS""},{""zh"":""二阴"",""en"":""two lower orifices"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0017,dev,肾精亏少会影响髓海充养。,Depletion of kidney essence can affect nourishment of the sea of marrow.,3,2,3,"[{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""髓海"",""en"":""sea of marrow"",""type"":""PATHOGENESIS""},{""zh"":""充养"",""en"":""nourishment"",""type"":""PATHOGENESIS""}]","[{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""充养"",""en"":""nourishment"",""type"":""PATHOGENESIS""}]","[{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""髓海"",""en"":""sea of marrow"",""type"":""PATHOGENESIS""},{""zh"":""充养"",""en"":""nourishment"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0021,dev,膀胱气化功能依赖肾气推动。,Qi transformation of the urinary bladder depends on the propulsion of kidney-Qi.,3,2,2,"[{""zh"":""膀胱气化"",""en"":""bladder Qi transformation"",""type"":""THERAPY""},{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""推动"",""en"":""propulsion"",""type"":""PATHOGENESIS""}]","[{""zh"":""膀胱气化"",""en"":""bladder Qi transformation"",""type"":""THERAPY""},{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""推动"",""en"":""propulsion"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0022,dev,奇经调蓄十二经脉气血。,The extraordinary vessels regulate and store Qi and blood of the twelve regular channels.,3,2,3,"[{""zh"":""奇经"",""en"":""extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]","[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]","[{""zh"":""奇经"",""en"":""extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]"
TCM_DEV_0024,dev,经气通畅可以维持肢体活动。,Smooth channel-Qi can maintain movement of the limbs.,3,1,2,"[{""zh"":""经气"",""en"":""channel-Qi"",""type"":""DIAGNOSIS""},{""zh"":""通畅"",""en"":""smooth"",""type"":""PATHOGENESIS""},{""zh"":""肢体活动"",""en"":""limb movement"",""type"":""PATHOGENESIS""}]","[{""zh"":""经气"",""en"":""channel-Qi"",""type"":""DIAGNOSIS""}]","[{""zh"":""经气"",""en"":""channel-Qi"",""type"":""DIAGNOSIS""},{""zh"":""通畅"",""en"":""smooth"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0025,dev,经络失养可导致麻木不仁。,Malnourishment of the meridians can cause numbness and insensitivity.,3,1,3,"[{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""},{""zh"":""失养"",""en"":""malnourishment"",""type"":""PATHOGENESIS""},{""zh"":""麻木"",""en"":""numbness"",""type"":""DIAGNOSIS""}]","[{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""}]","[{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""},{""zh"":""失养"",""en"":""malnourishment"",""type"":""PATHOGENESIS""},{""zh"":""麻木"",""en"":""numbness"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0026,dev,卫分受邪多表现为表热证。,Pathogenic invasion of the defense level often manifests as exterior heat syndrome.,3,1,2,"[{""zh"":""卫分"",""en"":""defense level"",""type"":""PATHOGENESIS""},{""zh"":""表热证"",""en"":""exterior heat syndrome"",""type"":""SYNDROME""},{""zh"":""病邪"",""en"":""pathogens"",""type"":""PATHOGENESIS""}]","[{""zh"":""表热证"",""en"":""exterior heat syndrome"",""type"":""SYNDROME""}]","[{""zh"":""卫分"",""en"":""defense level"",""type"":""PATHOGENESIS""},{""zh"":""表热证"",""en"":""exterior heat syndrome"",""type"":""SYNDROME""}]"
TCM_DEV_0027,dev,气分热盛可导致津液耗伤。,Exuberant heat at the Qi level can consume body fluids.,2,1,1,"[{""zh"":""气分热盛"",""en"":""exuberant heat at Qi level"",""type"":""PATHOGENESIS""},{""zh"":""津液"",""en"":""body fluids"",""type"":""SUBSTANCE""}]","[{""zh"":""津液"",""en"":""body fluids"",""type"":""SUBSTANCE""}]","[{""zh"":""津液"",""en"":""body fluids"",""type"":""SUBSTANCE""}]"
TCM_DEV_0028,dev,营分受热可扰动心神。,Heat entering the nutrient level can disturb the mind.,3,1,3,"[{""zh"":""营分"",""en"":""nutrient level"",""type"":""PATHOGENESIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]","[{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]","[{""zh"":""营分"",""en"":""nutrient level"",""type"":""PATHOGENESIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0029,dev,血分热盛可迫血外溢。,Exuberant heat at the blood level can force blood to spill outward.,2,0,0,"[{""zh"":""血分热盛"",""en"":""blood-level heat"",""type"":""PATHOGENESIS""},{""zh"":""迫血外溢"",""en"":""force blood outward"",""type"":""PATHOGENESIS""}]",[],[]
TCM_DEV_0030,dev,三焦辨证可以判断温病传变部位。,Triple-Jiao differentiation can determine the transmission location of warm diseases.,3,1,3,"[{""zh"":""三焦辨证"",""en"":""Triple-Jiao differentiation"",""type"":""SYNDROME""},{""zh"":""温病"",""en"":""warm diseases"",""type"":""DISEASE""},{""zh"":""传变部位"",""en"":""transmission location"",""type"":""PATHOGENESIS""}]","[{""zh"":""三焦辨证"",""en"":""Triple-Jiao differentiation"",""type"":""SYNDROME""}]","[{""zh"":""三焦辨证"",""en"":""Triple-Jiao differentiation"",""type"":""SYNDROME""},{""zh"":""温病"",""en"":""warm diseases"",""type"":""DISEASE""},{""zh"":""传变部位"",""en"":""transmission location"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0031,dev,上焦受邪多影响肺卫。,Pathogenic invasion of the upper Jiao often affects the lung-defense system.,3,1,3,"[{""zh"":""上焦"",""en"":""upper Jiao"",""type"":""LOCATION""},{""zh"":""肺卫"",""en"":""lung-defense system"",""type"":""PATHOGENESIS""},{""zh"":""受邪"",""en"":""pathogenic invasion"",""type"":""PATHOGENESIS""}]","[{""zh"":""肺卫"",""en"":""lung-defense system"",""type"":""PATHOGENESIS""}]","[{""zh"":""上焦"",""en"":""upper Jiao"",""type"":""LOCATION""},{""zh"":""肺卫"",""en"":""lung-defense system"",""type"":""PATHOGENESIS""},{""zh"":""受邪"",""en"":""pathogenic invasion"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0032,dev,中焦湿热可阻碍脾胃升降。,Dampness-heat in the middle Jiao can obstruct ascent and descent of the spleen and stomach.,3,1,2,"[{""zh"":""中焦湿热"",""en"":""middle-Jiao dampness-heat"",""type"":""PATHOGENESIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""升降"",""en"":""ascent and descent"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""}]","[{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""升降"",""en"":""ascent and descent"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0033,dev,下焦阴伤可影响肝肾濡养。,Yin damage in the lower Jiao can affect nourishment of the liver and kidneys.,3,1,3,"[{""zh"":""下焦"",""en"":""lower Jiao"",""type"":""LOCATION""},{""zh"":""阴伤"",""en"":""Yin damage"",""type"":""PATHOGENESIS""},{""zh"":""肝肾"",""en"":""liver and kidneys"",""type"":""DIAGNOSIS""}]","[{""zh"":""肝肾"",""en"":""liver and kidneys"",""type"":""DIAGNOSIS""}]","[{""zh"":""下焦"",""en"":""lower Jiao"",""type"":""LOCATION""},{""zh"":""阴伤"",""en"":""Yin damage"",""type"":""PATHOGENESIS""},{""zh"":""肝肾"",""en"":""liver and kidneys"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0036,dev,小儿肾气未盛可影响骨骼发育。,Underdeveloped kidney-Qi in children can affect bone development.,3,2,3,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""骨骼发育"",""en"":""bone development"",""type"":""PATHOGENESIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肾气"",""en"":""kidney-Qi"",""type"":""SUBSTANCE""},{""zh"":""骨骼发育"",""en"":""bone development"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0037,dev,疮疡初起红肿热痛多属阳证。,"Sores and ulcers with initial redness, swelling, heat and pain mostly belong to Yang syndrome.",3,1,3,"[{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""红肿热痛"",""en"":""redness, swelling, heat and pain"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""}]","[{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""红肿热痛"",""en"":""redness, swelling, heat and pain"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""}]"
TCM_DEV_0038,dev,疮疡日久色暗不鲜多属阴证。,Chronic sores and ulcers with dull dark color mostly belong to Yin syndrome.,3,2,3,"[{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]"
TCM_DEV_0039,dev,脓液臭秽多提示邪毒较盛。,Foul-smelling pus often indicates exuberance of pathogenic toxins.,3,1,3,"[{""zh"":""脓液"",""en"":""pus"",""type"":""PATHOGENESIS""},{""zh"":""臭秽"",""en"":""foul-smelling"",""type"":""PATHOGENESIS""},{""zh"":""邪毒"",""en"":""pathogenic toxins"",""type"":""PATHOGENESIS""}]","[{""zh"":""脓液"",""en"":""pus"",""type"":""PATHOGENESIS""}]","[{""zh"":""脓液"",""en"":""pus"",""type"":""PATHOGENESIS""},{""zh"":""臭秽"",""en"":""foul-smelling"",""type"":""PATHOGENESIS""},{""zh"":""邪毒"",""en"":""pathogenic toxins"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0041,dev,窦道形成常提示毒邪留滞。,Formation of a sinus tract often indicates lingering pathogenic toxins.,3,1,3,"[{""zh"":""窦道"",""en"":""sinus tract"",""type"":""PATHOGENESIS""},{""zh"":""毒邪"",""en"":""pathogenic toxins"",""type"":""DIAGNOSIS""},{""zh"":""留滞"",""en"":""lingering"",""type"":""PATHOGENESIS""}]","[{""zh"":""毒邪"",""en"":""pathogenic toxins"",""type"":""DIAGNOSIS""}]","[{""zh"":""窦道"",""en"":""sinus tract"",""type"":""PATHOGENESIS""},{""zh"":""毒邪"",""en"":""pathogenic toxins"",""type"":""DIAGNOSIS""},{""zh"":""留滞"",""en"":""lingering"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0045,dev,肝主升发，肺主肃降。,"The liver governs ascending and effusion, while the lungs govern purification and descent.",4,3,4,"[{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""},{""zh"":""升发"",""en"":""ascending and effusion"",""type"":""TISSUE""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""},{""zh"":""肃降"",""en"":""descent"",""type"":""FUNCTION""}]","[{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""},{""zh"":""肃降"",""en"":""descent"",""type"":""FUNCTION""}]","[{""zh"":""肝"",""en"":""liver"",""type"":""ORGAN""},{""zh"":""升发"",""en"":""ascending and effusion"",""type"":""TISSUE""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""},{""zh"":""肃降"",""en"":""descent"",""type"":""FUNCTION""}]"
TCM_DEV_0046,dev,脾主升清，胃主降浊。,"The spleen governs ascending the clear, while the stomach governs descending the turbid.",4,3,2,"[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""升清"",""en"":""ascending clear"",""type"":""THERAPY""},{""zh"":""胃"",""en"":""stomach"",""type"":""ORGAN""},{""zh"":""降浊"",""en"":""descending turbid"",""type"":""CONCEPT""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""升清"",""en"":""ascending clear"",""type"":""THERAPY""},{""zh"":""胃"",""en"":""stomach"",""type"":""ORGAN""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""胃"",""en"":""stomach"",""type"":""ORGAN""}]"
TCM_DEV_0049,dev,肝木条达有助于气机舒畅。,Free unfolding of liver wood helps Qi movement remain smooth.,3,1,3,"[{""zh"":""肝木"",""en"":""liver wood"",""type"":""PATHOGENESIS""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""},{""zh"":""舒畅"",""en"":""smooth"",""type"":""CONCEPT""}]","[{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""}]","[{""zh"":""肝木"",""en"":""liver wood"",""type"":""PATHOGENESIS""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""},{""zh"":""舒畅"",""en"":""smooth"",""type"":""CONCEPT""}]"
TCM_DEV_0050,dev,肺金清肃有助于水道通调。,Purification and descent of lung metal help regulate the water pathways.,3,0,3,"[{""zh"":""肺金"",""en"":""lung metal"",""type"":""CONCEPT""},{""zh"":""水道"",""en"":""water pathways"",""type"":""CONCEPT""},{""zh"":""通调"",""en"":""regulate"",""type"":""CONCEPT""}]",[],"[{""zh"":""肺金"",""en"":""lung metal"",""type"":""CONCEPT""},{""zh"":""水道"",""en"":""water pathways"",""type"":""CONCEPT""},{""zh"":""通调"",""en"":""regulate"",""type"":""CONCEPT""}]"
TCM_DEV_0051,dev,脾土健运有助于精微化生。,Proper movement of spleen earth helps generate essence.,3,1,3,"[{""zh"":""脾土"",""en"":""spleen earth"",""type"":""CONCEPT""},{""zh"":""健运"",""en"":""proper movement"",""type"":""CONCEPT""},{""zh"":""精微"",""en"":""essence"",""type"":""PATHOGENESIS""}]","[{""zh"":""精微"",""en"":""essence"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾土"",""en"":""spleen earth"",""type"":""CONCEPT""},{""zh"":""健运"",""en"":""proper movement"",""type"":""CONCEPT""},{""zh"":""精微"",""en"":""essence"",""type"":""PATHOGENESIS""}]"
