id,split,zh,en,text_type,term_count,entities,source_status,note,entities_gold,entities_model,entities_eval,term_count_gold,term_count_model,term_count_eval
TCM_TRAIN_0306,train,奇经八脉统率、联络并调节十二经脉。,"The eight extraordinary vessels govern, connect and regulate the twelve regular channels.",14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""调节"",""en"":""regulate"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""调节"",""en"":""regulate"",""type"":""CONCEPT""}]","[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""调节"",""en"":""regulate"",""type"":""CONCEPT""}]","[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""调节"",""en"":""regulate"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0307,train,十二经别加强表里经脉之间的联系。,The twelve divergent channels strengthen connections between exteriorly and interiorly related channels.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""十二经别"",""en"":""twelve divergent channels"",""type"":""MERIDIAN""},{""zh"":""表里经脉"",""en"":""exteriorly and interiorly related channels"",""type"":""MERIDIAN""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""十二经别"",""en"":""twelve divergent channels"",""type"":""MERIDIAN""},{""zh"":""表里经脉"",""en"":""exteriorly and interiorly related channels"",""type"":""MERIDIAN""}]","[{""zh"":""十二经别"",""en"":""twelve divergent channels"",""type"":""MERIDIAN""},{""zh"":""表里经脉"",""en"":""exteriorly and interiorly related channels"",""type"":""MERIDIAN""}]","[{""zh"":""十二经别"",""en"":""twelve divergent channels"",""type"":""MERIDIAN""},{""zh"":""表里经脉"",""en"":""exteriorly and interiorly related channels"",""type"":""MERIDIAN""}]",2,2,2
TCM_TRAIN_0308,train,十二经筋约束骨骼并有利于关节运动。,The twelve channel-musculatures bind the bones and facilitate joint movement.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""骨骼"",""en"":""bones"",""type"":""CONCEPT""},{""zh"":""关节运动"",""en"":""joint movement"",""type"":""LOCATION""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""骨骼"",""en"":""bones"",""type"":""CONCEPT""},{""zh"":""关节运动"",""en"":""joint movement"",""type"":""LOCATION""}]","[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""骨骼"",""en"":""bones"",""type"":""CONCEPT""},{""zh"":""关节运动"",""en"":""joint movement"",""type"":""LOCATION""}]","[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""骨骼"",""en"":""bones"",""type"":""CONCEPT""},{""zh"":""关节运动"",""en"":""joint movement"",""type"":""LOCATION""}]",3,3,3
TCM_TRAIN_0309,train,十二经脉具有固定的循行路线。,The twelve regular channels have fixed courses of circulation.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""循行路线"",""en"":""courses of circulation"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""循行路线"",""en"":""courses of circulation"",""type"":""CONCEPT""}]","[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""循行路线"",""en"":""courses of circulation"",""type"":""CONCEPT""}]","[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""循行路线"",""en"":""courses of circulation"",""type"":""CONCEPT""}]",2,2,2
TCM_TRAIN_0310,train,阴经多循行于四肢内侧。,Yin channels mostly run along the medial aspects of the limbs.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""},{""zh"":""四肢内侧"",""en"":""medial aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""},{""zh"":""四肢内侧"",""en"":""medial aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""}]",2,2,1
TCM_TRAIN_0311,train,阳经多循行于四肢外侧。,Yang channels mostly run along the lateral aspects of the limbs.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""},{""zh"":""四肢外侧"",""en"":""lateral aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""},{""zh"":""四肢外侧"",""en"":""lateral aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]",2,2,1
TCM_TRAIN_0312,train,手三阴经从胸走手。,The three Yin channels of the hand run from the chest to the hands.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""手三阴经"",""en"":""three Yin channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""胸"",""en"":""chest"",""type"":""LOCATION""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""手三阴经"",""en"":""three Yin channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""胸"",""en"":""chest"",""type"":""LOCATION""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""}]","[{""zh"":""手三阴经"",""en"":""three Yin channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""胸"",""en"":""chest"",""type"":""LOCATION""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""}]","[{""zh"":""手三阴经"",""en"":""three Yin channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""胸"",""en"":""chest"",""type"":""LOCATION""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0313,train,手三阳经从手走头。,The three Yang channels of the hand run from the hands to the head.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""手三阳经"",""en"":""three Yang channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""手三阳经"",""en"":""three Yang channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""}]","[{""zh"":""手三阳经"",""en"":""three Yang channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""}]","[{""zh"":""手三阳经"",""en"":""three Yang channels of the hand"",""type"":""SUBSTANCE""},{""zh"":""手"",""en"":""hands"",""type"":""CONCEPT""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""}]",3,3,3
TCM_TRAIN_0314,train,足三阳经从头走足。,The three Yang channels of the foot run from the head to the feet.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""足三阳经"",""en"":""three Yang channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""足三阳经"",""en"":""three Yang channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""}]","[{""zh"":""足三阳经"",""en"":""three Yang channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""}]","[{""zh"":""足三阳经"",""en"":""three Yang channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""头"",""en"":""head"",""type"":""LOCATION""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0315,train,足三阴经从足走腹。,The three Yin channels of the foot run from the feet to the abdomen.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""足三阴经"",""en"":""three Yin channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""},{""zh"":""腹"",""en"":""abdomen"",""type"":""LOCATION""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""足三阴经"",""en"":""three Yin channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""},{""zh"":""腹"",""en"":""abdomen"",""type"":""LOCATION""}]","[{""zh"":""足三阴经"",""en"":""three Yin channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""},{""zh"":""腹"",""en"":""abdomen"",""type"":""LOCATION""}]","[{""zh"":""足三阴经"",""en"":""three Yin channels of the foot"",""type"":""SUBSTANCE""},{""zh"":""足"",""en"":""feet"",""type"":""CONCEPT""},{""zh"":""腹"",""en"":""abdomen"",""type"":""LOCATION""}]",3,3,3
TCM_TRAIN_0316,train,督脉总督一身阳经。,The Governor Vessel governs all Yang channels of the body.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""督脉"",""en"":""Governor Vessel"",""type"":""MERIDIAN""},{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""督脉"",""en"":""Governor Vessel"",""type"":""MERIDIAN""},{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]","[{""zh"":""督脉"",""en"":""Governor Vessel"",""type"":""MERIDIAN""},{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]","[{""zh"":""督脉"",""en"":""Governor Vessel"",""type"":""MERIDIAN""},{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]",2,2,2
TCM_TRAIN_0317,train,任脉主胞胎。,The Conception Vessel governs the uterus and fetus.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""任脉"",""en"":""Conception Vessel"",""type"":""MERIDIAN""},{""zh"":""胞胎"",""en"":""uterus and fetus"",""type"":""DIAGNOSIS""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""任脉"",""en"":""Conception Vessel"",""type"":""MERIDIAN""},{""zh"":""胞胎"",""en"":""uterus and fetus"",""type"":""DIAGNOSIS""}]","[{""zh"":""任脉"",""en"":""Conception Vessel"",""type"":""MERIDIAN""},{""zh"":""胞胎"",""en"":""uterus and fetus"",""type"":""DIAGNOSIS""}]","[{""zh"":""任脉"",""en"":""Conception Vessel"",""type"":""MERIDIAN""},{""zh"":""胞胎"",""en"":""uterus and fetus"",""type"":""DIAGNOSIS""}]",2,2,2
TCM_TRAIN_0318,train,冲脉为十二经脉之海。,The Thoroughfare Vessel is the sea of the twelve regular channels.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""冲脉"",""en"":""Thoroughfare Vessel"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""冲脉"",""en"":""Thoroughfare Vessel"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""}]","[{""zh"":""冲脉"",""en"":""Thoroughfare Vessel"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""}]","[{""zh"":""冲脉"",""en"":""Thoroughfare Vessel"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""}]",2,2,2
TCM_TRAIN_0319,train,带脉约束纵行诸经。,The Belt Vessel binds the longitudinal channels.,14_vital_pathogenic_qi_pathological_products,2,"[{""zh"":""带脉"",""en"":""Belt Vessel"",""type"":""MERIDIAN""},{""zh"":""纵行诸经"",""en"":""longitudinal channels"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""带脉"",""en"":""Belt Vessel"",""type"":""MERIDIAN""},{""zh"":""纵行诸经"",""en"":""longitudinal channels"",""type"":""CONCEPT""}]","[{""zh"":""带脉"",""en"":""Belt Vessel"",""type"":""MERIDIAN""},{""zh"":""纵行诸经"",""en"":""longitudinal channels"",""type"":""CONCEPT""}]","[{""zh"":""带脉"",""en"":""Belt Vessel"",""type"":""MERIDIAN""},{""zh"":""纵行诸经"",""en"":""longitudinal channels"",""type"":""CONCEPT""}]",2,2,2
TCM_TRAIN_0320,train,奇经八脉调节十二经脉的气血。,The eight extraordinary vessels regulate Qi and blood in the twelve regular channels.,14_vital_pathogenic_qi_pathological_products,3,"[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]","[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]","[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]",3,3,3
TCM_TRAIN_0321,train,腧穴是经络气血在体表输注之处。,Acupoints are sites where Qi and blood of the meridians are infused on the body surface.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""经络气血"",""en"":""Qi and blood of meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""经络气血"",""en"":""Qi and blood of meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]",3,3,2
TCM_TRAIN_0322,train,腧穴按诊可以帮助诊断内脏疾病。,Palpation of acupoints can help diagnose diseases of internal organs.,15_zangfu_syndrome_differentiation,2,"[{""zh"":""腧穴按诊"",""en"":""palpation of acupoints"",""type"":""DIAGNOSIS""},{""zh"":""内脏疾病"",""en"":""diseases of internal organs"",""type"":""DISEASE""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""腧穴按诊"",""en"":""palpation of acupoints"",""type"":""DIAGNOSIS""},{""zh"":""内脏疾病"",""en"":""diseases of internal organs"",""type"":""DISEASE""}]","[{""zh"":""腧穴按诊"",""en"":""palpation of acupoints"",""type"":""DIAGNOSIS""},{""zh"":""内脏疾病"",""en"":""diseases of internal organs"",""type"":""DISEASE""}]","[{""zh"":""腧穴按诊"",""en"":""palpation of acupoints"",""type"":""DIAGNOSIS""},{""zh"":""内脏疾病"",""en"":""diseases of internal organs"",""type"":""DISEASE""}]",2,2,2
TCM_TRAIN_0323,train,腧穴异常反应主要表现为压痛和敏感反应。,Abnormal acupoint responses mainly manifest as tenderness and sensitivity.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]","[{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]",3,3,2
TCM_TRAIN_0324,train,肺病可在肺俞和中府出现压痛。,Lung disease may show tenderness at Feishu and Zhongfu.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""肺病"",""en"":""lung disease"",""type"":""DISEASE""},{""zh"":""肺俞"",""en"":""Feishu"",""type"":""CONCEPT""},{""zh"":""中府"",""en"":""Zhongfu"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""肺病"",""en"":""lung disease"",""type"":""DISEASE""},{""zh"":""肺俞"",""en"":""Feishu"",""type"":""CONCEPT""},{""zh"":""中府"",""en"":""Zhongfu"",""type"":""CONCEPT""}]","[{""zh"":""肺病"",""en"":""lung disease"",""type"":""DISEASE""},{""zh"":""肺俞"",""en"":""Feishu"",""type"":""CONCEPT""},{""zh"":""中府"",""en"":""Zhongfu"",""type"":""CONCEPT""}]","[{""zh"":""肺病"",""en"":""lung disease"",""type"":""DISEASE""},{""zh"":""肺俞"",""en"":""Feishu"",""type"":""CONCEPT""},{""zh"":""中府"",""en"":""Zhongfu"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0325,train,肝病可在肝俞和期门出现压痛。,Liver disease may show tenderness at Ganshu and Qimen.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""肝病"",""en"":""liver disease"",""type"":""DISEASE""},{""zh"":""肝俞"",""en"":""Ganshu"",""type"":""CONCEPT""},{""zh"":""期门"",""en"":""Qimen"",""type"":""CONCEPT""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""肝病"",""en"":""liver disease"",""type"":""DISEASE""},{""zh"":""肝俞"",""en"":""Ganshu"",""type"":""CONCEPT""},{""zh"":""期门"",""en"":""Qimen"",""type"":""CONCEPT""}]","[{""zh"":""肝病"",""en"":""liver disease"",""type"":""DISEASE""},{""zh"":""肝俞"",""en"":""Ganshu"",""type"":""CONCEPT""},{""zh"":""期门"",""en"":""Qimen"",""type"":""CONCEPT""}]","[{""zh"":""肝病"",""en"":""liver disease"",""type"":""DISEASE""},{""zh"":""肝俞"",""en"":""Ganshu"",""type"":""CONCEPT""},{""zh"":""期门"",""en"":""Qimen"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0326,train,胃病可在胃俞或足三里出现压痛。,Stomach disease may show tenderness at Weishu or Zusanli.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""胃病"",""en"":""stomach disease"",""type"":""DISEASE""},{""zh"":""胃俞"",""en"":""Weishu"",""type"":""CONCEPT""},{""zh"":""足三里"",""en"":""Zusanli"",""type"":""LOCATION""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""胃病"",""en"":""stomach disease"",""type"":""DISEASE""},{""zh"":""胃俞"",""en"":""Weishu"",""type"":""CONCEPT""},{""zh"":""足三里"",""en"":""Zusanli"",""type"":""LOCATION""}]","[{""zh"":""胃病"",""en"":""stomach disease"",""type"":""DISEASE""},{""zh"":""胃俞"",""en"":""Weishu"",""type"":""CONCEPT""},{""zh"":""足三里"",""en"":""Zusanli"",""type"":""LOCATION""}]","[{""zh"":""胃病"",""en"":""stomach disease"",""type"":""DISEASE""},{""zh"":""胃俞"",""en"":""Weishu"",""type"":""CONCEPT""},{""zh"":""足三里"",""en"":""Zusanli"",""type"":""LOCATION""}]",3,3,3
TCM_TRAIN_0327,train,按诊腹部可以辨别虚实性腹痛。,Abdominal palpation can differentiate abdominal pain of deficiency type from excess type.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""}]",user_approved_candidate,meridian/acupoint theory; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""虚实"",""en"":""deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""虚实"",""en"":""deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""}]",3,3,2
TCM_TRAIN_0328,train,中医学根据气、味和升降浮沉辨别药物性能。,"TCM differentiates medicinal properties by nature, taste, lifting, lowering, floating and sinking.",15_zangfu_syndrome_differentiation,3,"[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]",user_approved_candidate,medicinal/formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""气味"",""en"":""nature and taste"",""type"":""DIAGNOSIS""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]","[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]","[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]",3,2,2
TCM_TRAIN_0329,train,四气指寒、热、温、凉四种药性。,"The four Qi refer to cold, hot, warm and cool medicinal properties.",15_zangfu_syndrome_differentiation,3,"[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]",user_approved_candidate,medicinal/formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""寒热温凉"",""en"":""cold, hot, warm and cool"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]","[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]","[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]",3,2,2
TCM_TRAIN_0330,train,寒凉药性属阴。,Cold and cool medicinal properties belong to Yin.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""寒凉"",""en"":""cold and cool"",""type"":""PATHOGEN""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]",user_approved_candidate,medicinal/formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""寒凉"",""en"":""cold and cool"",""type"":""PATHOGEN""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""zh"":""寒凉"",""en"":""cold and cool"",""type"":""PATHOGEN""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""zh"":""寒凉"",""en"":""cold and cool"",""type"":""PATHOGEN""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]",3,3,3
TCM_TRAIN_0331,train,温热药性属阳。,Warm and hot medicinal properties belong to Yang.,15_zangfu_syndrome_differentiation,3,"[{""zh"":""温热"",""en"":""warm and hot"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]",user_approved_candidate,medicinal/formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""温热"",""en"":""warm and hot"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""温热"",""en"":""warm and hot"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""温热"",""en"":""warm and hot"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]",3,3,3
