id,split,tokens_json,labels_json,zh,span_count,char_count
TCM_TRAIN_0313,train,"[""手"",""三"",""阳"",""经"",""从"",""手"",""走"",""头"",""。""]","[""B-ORGAN"",""I-ORGAN"",""I-ORGAN"",""I-ORGAN"",""O"",""B-ORGAN"",""O"",""B-ORGAN"",""O""]",手三阳经从手走头。,3,9
TCM_TRAIN_0314,train,"[""足"",""三"",""阳"",""经"",""从"",""头"",""走"",""足"",""。""]","[""B-ORGAN"",""I-ORGAN"",""I-ORGAN"",""I-ORGAN"",""O"",""B-ORGAN"",""O"",""B-ORGAN"",""O""]",足三阳经从头走足。,3,9
TCM_TRAIN_0315,train,"[""足"",""三"",""阴"",""经"",""从"",""足"",""走"",""腹"",""。""]","[""B-ORGAN"",""I-ORGAN"",""I-ORGAN"",""I-ORGAN"",""O"",""B-ORGAN"",""O"",""B-ORGAN"",""O""]",足三阴经从足走腹。,3,9
TCM_TRAIN_0316,train,"[""督"",""脉"",""总"",""督"",""一"",""身"",""阳"",""经"",""。""]","[""B-ORGAN"",""I-ORGAN"",""O"",""O"",""O"",""O"",""B-ORGAN"",""I-ORGAN"",""O""]",督脉总督一身阳经。,2,9
TCM_TRAIN_0317,train,"[""任"",""脉"",""主"",""胞"",""胎"",""。""]","[""B-ORGAN"",""I-ORGAN"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",任脉主胞胎。,2,6
TCM_TRAIN_0318,train,"[""冲"",""脉"",""为"",""十"",""二"",""经"",""脉"",""之"",""海"",""。""]","[""B-ORGAN"",""I-ORGAN"",""O"",""B-ORGAN"",""I-ORGAN"",""I-ORGAN"",""I-ORGAN"",""O"",""O"",""O""]",冲脉为十二经脉之海。,2,10
TCM_TRAIN_0319,train,"[""带"",""脉"",""约"",""束"",""纵"",""行"",""诸"",""经"",""。""]","[""B-ORGAN"",""I-ORGAN"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",带脉约束纵行诸经。,2,9
TCM_TRAIN_0320,train,"[""奇"",""经"",""八"",""脉"",""调"",""节"",""十"",""二"",""经"",""脉"",""的"",""气"",""血"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-ORGAN"",""I-ORGAN"",""I-ORGAN"",""I-ORGAN"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",奇经八脉调节十二经脉的气血。,3,14
TCM_TRAIN_0321,train,"[""腧"",""穴"",""是"",""经"",""络"",""气"",""血"",""在"",""体"",""表"",""输"",""注"",""之"",""处"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]",腧穴是经络气血在体表输注之处。,3,15
TCM_TRAIN_0322,train,"[""腧"",""穴"",""按"",""诊"",""可"",""以"",""帮"",""助"",""诊"",""断"",""内"",""脏"",""疾"",""病"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",腧穴按诊可以帮助诊断内脏疾病。,2,15
TCM_TRAIN_0323,train,"[""腧"",""穴"",""异"",""常"",""反"",""应"",""主"",""要"",""表"",""现"",""为"",""压"",""痛"",""和"",""敏"",""感"",""反"",""应"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYMPTOM"",""I-SYMPTOM"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",腧穴异常反应主要表现为压痛和敏感反应。,3,19
TCM_TRAIN_0324,train,"[""肺"",""病"",""可"",""在"",""肺"",""俞"",""和"",""中"",""府"",""出"",""现"",""压"",""痛"",""。""]","[""B-DISEASE"",""I-DISEASE"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]",肺病可在肺俞和中府出现压痛。,3,14
TCM_TRAIN_0325,train,"[""肝"",""病"",""可"",""在"",""肝"",""俞"",""和"",""期"",""门"",""出"",""现"",""压"",""痛"",""。""]","[""B-DISEASE"",""I-DISEASE"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]",肝病可在肝俞和期门出现压痛。,3,14
TCM_TRAIN_0326,train,"[""胃"",""病"",""可"",""在"",""胃"",""俞"",""或"",""足"",""三"",""里"",""出"",""现"",""压"",""痛"",""。""]","[""B-DISEASE"",""I-DISEASE"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]",胃病可在胃俞或足三里出现压痛。,3,15
TCM_TRAIN_0327,train,"[""按"",""诊"",""腹"",""部"",""可"",""以"",""辨"",""别"",""虚"",""实"",""性"",""腹"",""痛"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-SYMPTOM"",""I-SYMPTOM"",""O""]",按诊腹部可以辨别虚实性腹痛。,3,14
TCM_TRAIN_0328,train,"[""中"",""医"",""学"",""根"",""据"",""气"",""、"",""味"",""和"",""升"",""降"",""浮"",""沉"",""辨"",""别"",""药"",""物"",""性"",""能"",""。""]","[""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",中医学根据气、味和升降浮沉辨别药物性能。,2,20
TCM_TRAIN_0329,train,"[""四"",""气"",""指"",""寒"",""、"",""热"",""、"",""温"",""、"",""凉"",""四"",""种"",""药"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",四气指寒、热、温、凉四种药性。,2,15
TCM_TRAIN_0330,train,"[""寒"",""凉"",""药"",""性"",""属"",""阴"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",寒凉药性属阴。,3,7
TCM_TRAIN_0331,train,"[""温"",""热"",""药"",""性"",""属"",""阳"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",温热药性属阳。,3,7
TCM_TRAIN_0332,train,"[""寒"",""凉"",""药"",""物"",""可"",""以"",""减"",""轻"",""或"",""消"",""除"",""热"",""证"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",寒凉药物可以减轻或消除热证。,2,14
TCM_TRAIN_0333,train,"[""温"",""热"",""药"",""物"",""可"",""以"",""减"",""轻"",""或"",""消"",""除"",""寒"",""证"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",温热药物可以减轻或消除寒证。,2,14
TCM_TRAIN_0334,train,"[""五"",""味"",""包"",""括"",""辛"",""、"",""甘"",""、"",""酸"",""、"",""苦"",""、"",""咸"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",五味包括辛、甘、酸、苦、咸。,1,14
TCM_TRAIN_0335,train,"[""辛"",""味"",""、"",""甘"",""味"",""和"",""淡"",""味"",""属"",""阳"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",辛味、甘味和淡味属阳。,4,11
TCM_TRAIN_0336,train,"[""酸"",""味"",""、"",""苦"",""味"",""和"",""咸"",""味"",""属"",""阴"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",酸味、苦味和咸味属阴。,4,11
TCM_TRAIN_0337,train,"[""升"",""表"",""示"",""药"",""物"",""作"",""用"",""趋"",""向"",""上"",""升"",""。""]","[""B-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",升表示药物作用趋向上升。,3,12
TCM_TRAIN_0338,train,"[""降"",""表"",""示"",""药"",""物"",""作"",""用"",""趋"",""向"",""下"",""降"",""。""]","[""B-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",降表示药物作用趋向下降。,3,12
TCM_TRAIN_0339,train,"[""浮"",""表"",""示"",""药"",""物"",""作"",""用"",""趋"",""向"",""浮"",""散"",""。""]","[""B-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",浮表示药物作用趋向浮散。,3,12
TCM_TRAIN_0340,train,"[""沉"",""表"",""示"",""药"",""物"",""作"",""用"",""趋"",""向"",""重"",""镇"",""下"",""行"",""。""]","[""B-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",沉表示药物作用趋向重镇下行。,3,14
TCM_TRAIN_0341,train,"[""升"",""浮"",""药"",""物"",""多"",""上"",""行"",""向"",""外"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",升浮药物多上行向外。,2,10
TCM_TRAIN_0342,train,"[""沉"",""降"",""药"",""物"",""多"",""下"",""行"",""向"",""内"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",沉降药物多下行向内。,2,10
TCM_TRAIN_0343,train,"[""升"",""浮"",""药"",""物"",""属"",""阳"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",升浮药物属阳。,2,7
TCM_TRAIN_0344,train,"[""沉"",""降"",""药"",""物"",""属"",""阴"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""O""]",沉降药物属阴。,2,7
TCM_TRAIN_0345,train,"[""中"",""药"",""配"",""伍"",""可"",""以"",""增"",""强"",""药"",""物"",""疗"",""效"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",中药配伍可以增强药物疗效。,2,13
TCM_TRAIN_0346,train,"[""中"",""药"",""配"",""伍"",""可"",""以"",""减"",""轻"",""药"",""物"",""毒"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",中药配伍可以减轻药物毒性。,2,13
TCM_TRAIN_0347,train,"[""单"",""行"",""是"",""单"",""味"",""药"",""治"",""疗"",""疾"",""病"",""的"",""方"",""法"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O""]",单行是单味药治疗疾病的方法。,3,14
TCM_TRAIN_0348,train,"[""相"",""须"",""是"",""性"",""能"",""相"",""似"",""药"",""物"",""的"",""协"",""同"",""配"",""伍"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",相须是性能相似药物的协同配伍。,2,15
TCM_TRAIN_0349,train,"[""相"",""使"",""是"",""一"",""药"",""为"",""主"",""、"",""另"",""一"",""药"",""为"",""辅"",""的"",""配"",""伍"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",相使是一药为主、另一药为辅的配伍。,1,17
TCM_TRAIN_0350,train,"[""相"",""畏"",""说"",""明"",""一"",""药"",""能"",""减"",""轻"",""另"",""一"",""药"",""的"",""毒"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",相畏说明一药能减轻另一药的毒性。,2,16
TCM_TRAIN_0351,train,"[""相"",""杀"",""说"",""明"",""一"",""药"",""能"",""消"",""除"",""另"",""一"",""药"",""的"",""毒"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",相杀说明一药能消除另一药的毒性。,2,16
TCM_TRAIN_0352,train,"[""相"",""恶"",""说"",""明"",""一"",""药"",""能"",""降"",""低"",""另"",""一"",""药"",""的"",""疗"",""效"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",相恶说明一药能降低另一药的疗效。,2,16
TCM_TRAIN_0353,train,"[""相"",""反"",""说"",""明"",""两"",""药"",""合"",""用"",""可"",""产"",""生"",""毒"",""副"",""作"",""用"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",相反说明两药合用可产生毒副作用。,3,16
TCM_TRAIN_0354,train,"[""配"",""伍"",""禁"",""忌"",""用"",""于"",""避"",""免"",""药"",""物"",""相"",""反"",""或"",""相"",""恶"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",配伍禁忌用于避免药物相反或相恶。,3,16
TCM_TRAIN_0355,train,"[""方"",""剂"",""由"",""药"",""物"",""按"",""照"",""一"",""定"",""配"",""伍"",""原"",""则"",""组"",""成"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]",方剂由药物按照一定配伍原则组成。,3,16
TCM_TRAIN_0356,train,"[""君"",""药"",""针"",""对"",""主"",""病"",""或"",""主"",""证"",""发"",""挥"",""主"",""要"",""治"",""疗"",""作"",""用"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",君药针对主病或主证发挥主要治疗作用。,3,18
TCM_TRAIN_0357,train,"[""臣"",""药"",""辅"",""助"",""君"",""药"",""加"",""强"",""治"",""疗"",""作"",""用"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",臣药辅助君药加强治疗作用。,3,13
TCM_TRAIN_0358,train,"[""佐"",""药"",""协"",""助"",""君"",""臣"",""药"",""并"",""制"",""约"",""毒"",""副"",""作"",""用"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]",佐药协助君臣药并制约毒副作用。,3,15
TCM_TRAIN_0359,train,"[""使"",""药"",""引"",""导"",""诸"",""药"",""直"",""达"",""病"",""所"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",使药引导诸药直达病所。,2,11
TCM_TRAIN_0360,train,"[""方"",""剂"",""配"",""伍"",""体"",""现"",""辨"",""证"",""论"",""治"",""思"",""想"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]",方剂配伍体现辨证论治思想。,2,13
TCM_TRAIN_0361,train,"[""归"",""经"",""说"",""明"",""药"",""物"",""作"",""用"",""对"",""脏"",""腑"",""经"",""络"",""的"",""选"",""择"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]",归经说明药物作用对脏腑经络的选择性。,2,18
TCM_TRAIN_0362,train,"[""炮"",""制"",""可"",""以"",""降"",""低"",""某"",""些"",""药"",""物"",""的"",""毒"",""性"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",炮制可以降低某些药物的毒性。,1,14
TCM_TRAIN_0363,train,"[""炮"",""制"",""可"",""以"",""改"",""变"",""药"",""物"",""的"",""性"",""能"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",炮制可以改变药物的性能。,1,12
TCM_TRAIN_0364,train,"[""解"",""表"",""法"",""通"",""过"",""发"",""汗"",""解"",""除"",""表"",""邪"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""B-SYMPTOM"",""I-SYMPTOM"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",解表法通过发汗解除表邪。,3,12
TCM_TRAIN_0365,train,"[""清"",""热"",""法"",""通"",""过"",""清"",""泄"",""热"",""邪"",""治"",""疗"",""热"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",清热法通过清泄热邪治疗热证。,3,14
TCM_TRAIN_0366,train,"[""泻"",""下"",""法"",""通"",""过"",""通"",""便"",""攻"",""逐"",""里"",""实"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",泻下法通过通便攻逐里实。,3,12
TCM_TRAIN_0367,train,"[""温"",""里"",""法"",""通"",""过"",""温"",""阳"",""散"",""寒"",""治"",""疗"",""里"",""寒"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O""]",温里法通过温阳散寒治疗里寒证。,2,15
TCM_TRAIN_0368,train,"[""补"",""益"",""法"",""通"",""过"",""扶"",""助"",""正"",""气"",""治"",""疗"",""虚"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",补益法通过扶助正气治疗虚证。,3,14
TCM_TRAIN_0369,train,"[""理"",""气"",""法"",""通"",""过"",""调"",""畅"",""气"",""机"",""治"",""疗"",""气"",""滞"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",理气法通过调畅气机治疗气滞证。,3,15
TCM_TRAIN_0370,train,"[""祛"",""湿"",""法"",""通"",""过"",""化"",""湿"",""或"",""利"",""水"",""治"",""疗"",""湿"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""B-THERAPY"",""I-THERAPY"",""O"",""B-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O""]",祛湿法通过化湿或利水治疗湿证。,3,15
TCM_TRAIN_0371,train,"[""祛"",""痰"",""法"",""通"",""过"",""化"",""痰"",""治"",""疗"",""痰"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",祛痰法通过化痰治疗痰证。,2,12
TCM_TRAIN_0372,train,"[""安"",""神"",""法"",""通"",""过"",""宁"",""心"",""安"",""神"",""治"",""疗"",""神"",""志"",""不"",""安"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O""]",安神法通过宁心安神治疗神志不安。,2,16
TCM_TRAIN_0373,train,"[""开"",""窍"",""法"",""通"",""过"",""开"",""闭"",""醒"",""神"",""治"",""疗"",""闭"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",开窍法通过开闭醒神治疗闭证。,3,14
TCM_TRAIN_0374,train,"[""平"",""肝"",""息"",""风"",""法"",""通"",""过"",""平"",""肝"",""潜"",""阳"",""治"",""疗"",""内"",""风"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",平肝息风法通过平肝潜阳治疗内风证。,2,17
TCM_TRAIN_0375,train,"[""收"",""涩"",""法"",""通"",""过"",""固"",""涩"",""治"",""疗"",""滑"",""脱"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",收涩法通过固涩治疗滑脱证。,2,13
TCM_TRAIN_0376,train,"[""祛"",""瘀"",""法"",""通"",""过"",""活"",""血"",""化"",""瘀"",""治"",""疗"",""瘀"",""血"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",祛瘀法通过活血化瘀治疗瘀血证。,2,15
TCM_TRAIN_0377,train,"[""软"",""坚"",""散"",""结"",""法"",""通"",""过"",""软"",""化"",""坚"",""积"",""消"",""散"",""结"",""块"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",软坚散结法通过软化坚积消散结块。,2,16
TCM_TRAIN_0378,train,"[""润"",""燥"",""法"",""通"",""过"",""滋"",""润"",""津"",""液"",""治"",""疗"",""燥"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",润燥法通过滋润津液治疗燥证。,3,14
TCM_TRAIN_0379,train,"[""解"",""表"",""药"",""能"",""发"",""散"",""表"",""邪"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]",解表药能发散表邪。,2,9
TCM_TRAIN_0380,train,"[""辛"",""温"",""解"",""表"",""药"",""能"",""治"",""疗"",""风"",""寒"",""表"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",辛温解表药能治疗风寒表证。,2,13
TCM_TRAIN_0381,train,"[""辛"",""凉"",""解"",""表"",""药"",""能"",""治"",""疗"",""风"",""热"",""表"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",辛凉解表药能治疗风热表证。,2,13
TCM_TRAIN_0382,train,"[""清"",""热"",""药"",""能"",""清"",""泄"",""里"",""热"",""。""]","[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]",清热药能清泄里热。,2,9
TCM_TRAIN_0383,train,"[""清"",""热"",""泻"",""火"",""药"",""能"",""治"",""疗"",""气"",""分"",""实"",""热"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",清热泻火药能治疗气分实热证。,2,14
TCM_TRAIN_0384,train,"[""清"",""热"",""凉"",""血"",""药"",""能"",""治"",""疗"",""血"",""分"",""热"",""证"",""。""]","[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]",清热凉血药能治疗血分热证。,2,13
