id,split,zh,term_count_gold,bio_span_count,gap,reason,entities_gold,bio_spans_json
TCM_TEST_0034,test,心神失养可导致精神活动异常。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""精神活动"",""en"":""mental activities"",""type"":""DIAGNOSIS""},{""zh"":""心神失养"",""en"":""malnutrition of the mind"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""},{""zh"":""动"",""en"":""motion"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""心神失养"",""type"":""SYNDROME""},{""start"":7,""end"":11,""text"":""精神活动"",""type"":""CONCEPT""}]"
TCM_TEST_0035,test,肺为娇脏，易受外邪侵袭。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""娇脏"",""en"":""delicate organ"",""type"":""ORGAN""},{""zh"":""外邪"",""en"":""exogenous pathogens"",""type"":""PATHOGEN""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""start"":0,""end"":1,""text"":""肺"",""type"":""ORGAN""},{""start"":2,""end"":4,""text"":""娇脏"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""外邪"",""type"":""CONCEPT""}]"
TCM_TEST_0036,test,肺气宣发可将卫气布散于体表。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺气宣发"",""en"":""dispersing function of lung Qi"",""type"":""SUBSTANCE""},{""zh"":""肺气"",""en"":""lung Qi"",""type"":""SUBSTANCE""},{""zh"":""卫气"",""en"":""defensive Qi"",""type"":""SUBSTANCE""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""肺气宣发"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""卫气"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""体表"",""type"":""CONCEPT""}]"
TCM_TEST_0037,test,肺气肃降可保持呼吸道清洁。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺气肃降"",""en"":""descending function of lung Qi"",""type"":""SUBSTANCE""},{""zh"":""呼吸道"",""en"":""respiratory tract"",""type"":""CONCEPT""},{""zh"":""肃降"",""en"":""descending"",""type"":""FUNCTION""},{""zh"":""肺气"",""en"":""lung Qi"",""type"":""SUBSTANCE""}]","[{""start"":0,""end"":4,""text"":""肺气肃降"",""type"":""CONCEPT""},{""start"":7,""end"":10,""text"":""呼吸道"",""type"":""CONCEPT""}]"
TCM_TEST_0038,test,脾主运化水液以防止湿聚。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾主运化"",""en"":""spleen governs transformation"",""type"":""THERAPY""},{""zh"":""水液"",""en"":""fluids"",""type"":""DIAGNOSIS""},{""zh"":""湿聚"",""en"":""dampness accumulation"",""type"":""PATHOGEN""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""脾主运化"",""type"":""CONCEPT""},{""start"":4,""end"":6,""text"":""水液"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""湿聚"",""type"":""CONCEPT""}]"
TCM_TEST_0039,test,脾气升清可将精微输布于上。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾气升清"",""en"":""spleen Qi ascending the clear"",""type"":""THERAPY""},{""zh"":""精微"",""en"":""essence"",""type"":""PATHOGENESIS""},{""zh"":""上"",""en"":""upper"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾气升清"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""精微"",""type"":""CONCEPT""},{""start"":11,""end"":12,""text"":""上"",""type"":""CONCEPT""}]"
TCM_TEST_0040,test,脾不统血可出现慢性出血。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾不统血"",""en"":""failure of spleen to control blood"",""type"":""SUBSTANCE""},{""zh"":""出血"",""en"":""bleeding"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾不统血"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""出血"",""type"":""CONCEPT""}]"
TCM_TEST_0046,test,小儿乳食不节容易损伤脾胃。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""乳食不节"",""en"":""improper feeding"",""type"":""CONCEPT""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":2,""end"":6,""text"":""乳食不节"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""脾胃"",""type"":""ORGAN""}]"
TCM_TEST_0047,test,小儿冷暖失调容易感受外邪。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""冷暖失调"",""en"":""poor regulation of cold and warmth"",""type"":""CONCEPT""},{""zh"":""外邪"",""en"":""exogenous pathogens"",""type"":""PATHOGEN""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":2,""end"":6,""text"":""冷暖失调"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""外邪"",""type"":""CONCEPT""}]"
TCM_TEST_0049,test,外科辨证应结合局部症状和全身证候。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""外科辨证"",""en"":""surgical syndrome differentiation"",""type"":""SYNDROME""},{""zh"":""局部症状"",""en"":""local symptoms"",""type"":""SYMPTOM""},{""zh"":""全身证候"",""en"":""systemic manifestations"",""type"":""SYNDROME""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""外科辨证"",""type"":""SYNDROME""},{""start"":7,""end"":11,""text"":""局部症状"",""type"":""CONCEPT""},{""start"":12,""end"":16,""text"":""全身证候"",""type"":""CONCEPT""}]"
TCM_TEST_0050,test,脓腐脱尽后应促进生肌收口。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脓腐"",""en"":""pus and slough"",""type"":""PATHOGENESIS""},{""zh"":""生肌"",""en"":""granulation growth"",""type"":""DIAGNOSIS""},{""zh"":""收口"",""en"":""wound closure"",""type"":""TISSUE""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""脓腐"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""生肌"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""收口"",""type"":""CONCEPT""}]"
TCM_TEST_0051,test,藏象反映内脏功能在体表的表现。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""内脏功能"",""en"":""internal organ functions"",""type"":""DIAGNOSIS""},{""zh"":""功能"",""en"":""function"",""type"":""DIAGNOSIS""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""},{""zh"":""藏象"",""en"":""viscera manifestations"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""藏象"",""type"":""CONCEPT""},{""start"":4,""end"":8,""text"":""内脏功能"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""体表"",""type"":""CONCEPT""}]"
TCM_TEST_0052,test,脏腑功能失调可通过外在征象表现出来。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脏腑功能失调"",""en"":""Zang-Fu dysfunction"",""type"":""DIAGNOSIS""},{""zh"":""外在征象"",""en"":""external manifestations"",""type"":""DIAGNOSIS""},{""zh"":""功能"",""en"":""function"",""type"":""DIAGNOSIS""},{""zh"":""脏腑"",""en"":""Zang-Fu organs"",""type"":""ORGAN_SYSTEM""}]","[{""start"":0,""end"":6,""text"":""脏腑功能失调"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""外在征象"",""type"":""CONCEPT""}]"
TCM_TEST_0054,test,六腑以传化水谷为主要功能。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""功能"",""en"":""function"",""type"":""DIAGNOSIS""},{""zh"":""六腑"",""en"":""six Fu-organs"",""type"":""ORGAN_GROUP""},{""zh"":""水谷"",""en"":""food and drink"",""type"":""SUBSTANCE""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""start"":0,""end"":2,""text"":""六腑"",""type"":""ORGAN""},{""start"":5,""end"":7,""text"":""水谷"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""功能"",""type"":""CONCEPT""}]"
TCM_TEST_0056,test,六腑通降正常则水谷传化顺畅。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""六腑"",""en"":""six Fu-organs"",""type"":""ORGAN_GROUP""},{""zh"":""水谷"",""en"":""food and drink"",""type"":""SUBSTANCE""},{""zh"":""通降"",""en"":""descending and free passage"",""type"":""DIAGNOSIS""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""start"":0,""end"":2,""text"":""六腑"",""type"":""ORGAN""},{""start"":2,""end"":4,""text"":""通降"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""水谷"",""type"":""CONCEPT""}]"
TCM_TEST_0057,test,心阳温煦血脉以维持血行。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""血脉"",""en"":""blood and vessels"",""type"":""TISSUE""},{""zh"":""血行"",""en"":""blood circulation"",""type"":""DIAGNOSIS""},{""zh"":""心阳"",""en"":""Heart Yang"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""start"":0,""end"":2,""text"":""心阳"",""type"":""CONCEPT""},{""start"":4,""end"":6,""text"":""血脉"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""血行"",""type"":""CONCEPT""}]"
TCM_TEST_0058,test,心血充足则心神得养。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心神得养"",""en"":""mind is nourished"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""},{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""心"",""en"":""heart"",""type"":""ORGAN""}]","[{""start"":0,""end"":2,""text"":""心血"",""type"":""ORGAN""},{""start"":5,""end"":9,""text"":""心神得养"",""type"":""CONCEPT""}]"
TCM_TEST_0060,test,肺肃降功能使水液下输于肾。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺肃降"",""en"":""lung descending"",""type"":""DIAGNOSIS""},{""zh"":""功能"",""en"":""function"",""type"":""DIAGNOSIS""},{""zh"":""肃降"",""en"":""descending"",""type"":""FUNCTION""},{""zh"":""水液"",""en"":""fluids"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":3,""text"":""肺肃降"",""type"":""CONCEPT""},{""start"":3,""end"":5,""text"":""功能"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""水液"",""type"":""CONCEPT""}]"
TCM_TEST_0061,test,脾气升清有助于维持脏器位置。,2,1,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾气升清"",""en"":""spleen Qi ascending the clear"",""type"":""THERAPY""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾气升清"",""type"":""CONCEPT""}]"
TCM_TEST_0062,test,脾失升清可出现中气下陷。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾失升清"",""en"":""spleen failing to ascend the clear"",""type"":""THERAPY""},{""zh"":""中气下陷"",""en"":""sinking of middle Qi"",""type"":""THERAPY""},{""zh"":""下"",""en"":""lower"",""type"":""THERAPY""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾失升清"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""中气下陷"",""type"":""CONCEPT""}]"
TCM_TEST_0064,test,肝气郁结可影响脾胃升降。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肝气郁结"",""en"":""stagnation of Liver-Qi"",""type"":""DIAGNOSIS""},{""zh"":""脾胃升降"",""en"":""ascent and descent of spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""肝气郁结"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""脾胃升降"",""type"":""CONCEPT""}]"
TCM_TEST_0065,test,肾精化髓以充养脑髓。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肾精化髓"",""en"":""kidney essence transforms into marrow"",""type"":""THERAPY""},{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""脑髓"",""en"":""brain marrow"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""肾精化髓"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""脑髓"",""type"":""CONCEPT""}]"
TCM_TEST_0066,test,肾气封藏有助于固摄二便。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肾气封藏"",""en"":""storing function of kidney-Qi"",""type"":""DIAGNOSIS""},{""zh"":""二便"",""en"":""urination and defecation"",""type"":""DIAGNOSIS""},{""zh"":""封藏"",""en"":""storing function"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""肾气封藏"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""二便"",""type"":""CONCEPT""}]"
TCM_TEST_0068,test,胃气和降有助于饮食物下行。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""下行"",""en"":""flowing downward"",""type"":""THERAPY""},{""zh"":""胃气"",""en"":""stomach-Qi"",""type"":""SUBSTANCE""},{""zh"":""和降"",""en"":""harmonious descent"",""type"":""THERAPY""},{""zh"":""下"",""en"":""lower"",""type"":""THERAPY""}]","[{""start"":0,""end"":2,""text"":""胃气"",""type"":""CONCEPT""},{""start"":2,""end"":4,""text"":""和降"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""下行"",""type"":""CONCEPT""}]"
TCM_TEST_0072,test,经气不利可导致疼痛和麻木。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""经气"",""en"":""channel-Qi"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""},{""zh"":""麻木"",""en"":""numbness"",""type"":""DIAGNOSIS""},{""zh"":""木"",""en"":""wood"",""type"":""ELEMENT""}]","[{""start"":0,""end"":2,""text"":""经气"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""疼痛"",""type"":""SYMPTOM""},{""start"":10,""end"":12,""text"":""麻木"",""type"":""CONCEPT""}]"
TCM_TEST_0073,test,经络阻滞可使气血运行受限。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""经络阻滞"",""en"":""meridian obstruction"",""type"":""MERIDIAN""},{""zh"":""气血运行"",""en"":""movement of Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""}]","[{""start"":0,""end"":4,""text"":""经络阻滞"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""气血运行"",""type"":""CONCEPT""}]"
TCM_TEST_0075,test,奇经八脉调节正经气血。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""奇经八脉"",""en"":""eight extraordinary vessels"",""type"":""MERIDIAN""},{""zh"":""经气"",""en"":""channel-Qi"",""type"":""DIAGNOSIS""},{""zh"":""正经"",""en"":""regular channels"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""奇经八脉"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""正经"",""type"":""CONCEPT""}]"
TCM_TEST_0076,test,督脉阳气不足可影响一身阳经。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""一身阳经"",""en"":""all Yang channels of the body"",""type"":""DIAGNOSIS""},{""zh"":""督脉"",""en"":""Governor Vessel"",""type"":""MERIDIAN""},{""zh"":""阳气"",""en"":""Yang-Qi"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""start"":0,""end"":2,""text"":""督脉"",""type"":""ORGAN""},{""start"":2,""end"":4,""text"":""阳气"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""一身阳经"",""type"":""CONCEPT""}]"
TCM_TEST_0079,test,舌色变化有助于判断寒热虚实。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""寒热虚实"",""en"":""cold, heat, deficiency and excess"",""type"":""DIAGNOSIS""},{""zh"":""舌色"",""en"":""tongue color"",""type"":""DIAGNOSIS""},{""zh"":""寒热"",""en"":""cold and heat"",""type"":""PATHOGEN""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":2,""text"":""舌色"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""寒热虚实"",""type"":""CONCEPT""}]"
TCM_TEST_0083,test,脉率迟数有助于辨别寒热。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脉率"",""en"":""pulse rate"",""type"":""DIAGNOSIS""},{""zh"":""寒热"",""en"":""cold and heat"",""type"":""PATHOGEN""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":2,""text"":""脉率"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""寒热"",""type"":""CONCEPT""}]"
TCM_TEST_0084,test,脉力虚实有助于判断正邪盛衰。,2,1,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脉力"",""en"":""pulse strength"",""type"":""DIAGNOSIS""},{""zh"":""脉力虚实有助于判"",""en"":""term"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":8,""text"":""脉力虚实有助于判"",""type"":""CONCEPT""}]"
TCM_TEST_0085,test,小儿指纹诊察可辅助判断病情浅深。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿指纹"",""en"":""infantile finger veins"",""type"":""DIAGNOSIS""},{""zh"":""病情浅深"",""en"":""depth of disease"",""type"":""DISEASE""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""小儿指纹"",""type"":""CONCEPT""},{""start"":11,""end"":15,""text"":""病情浅深"",""type"":""CONCEPT""}]"
TCM_TEST_0086,test,小儿指纹浮现多提示病在表。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿指纹"",""en"":""infantile finger veins"",""type"":""DIAGNOSIS""},{""zh"":""病在表"",""en"":""disease in exterior"",""type"":""DISEASE""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""小儿指纹"",""type"":""CONCEPT""},{""start"":9,""end"":12,""text"":""病在表"",""type"":""CONCEPT""}]"
TCM_TEST_0087,test,小儿指纹沉滞多提示病在里。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿指纹"",""en"":""infantile finger veins"",""type"":""DIAGNOSIS""},{""zh"":""病在里"",""en"":""disease in interior"",""type"":""DISEASE""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""小儿指纹"",""type"":""CONCEPT""},{""start"":9,""end"":12,""text"":""病在里"",""type"":""CONCEPT""}]"
TCM_TEST_0088,test,小儿面色变化可反映脏腑气血状态。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿面色"",""en"":""complexion of children"",""type"":""DIAGNOSIS""},{""zh"":""脏腑气血"",""en"":""Zang-Fu organs, Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脏腑"",""en"":""Zang-Fu organs"",""type"":""ORGAN_SYSTEM""}]","[{""start"":0,""end"":4,""text"":""小儿面色"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""脏腑气血"",""type"":""CONCEPT""}]"
TCM_TEST_0089,test,小儿啼哭声音可反映寒热虚实。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""寒热虚实"",""en"":""cold, heat, deficiency and excess"",""type"":""DIAGNOSIS""},{""zh"":""小儿啼哭"",""en"":""crying of children"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""寒热"",""en"":""cold and heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""小儿啼哭"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""寒热虚实"",""type"":""CONCEPT""}]"
TCM_TEST_0090,test,小儿乳食失调常损伤脾胃运化。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""乳食失调"",""en"":""feeding disorder"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":2,""end"":6,""text"":""乳食失调"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""脾胃"",""type"":""ORGAN""}]"
TCM_TEST_0091,test,肺系病证多与肺失宣降有关。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺系病证"",""en"":""lung-system syndromes"",""type"":""SYNDROME""},{""zh"":""肺失宣降"",""en"":""failure of lungs to disperse and descend"",""type"":""DIAGNOSIS""},{""zh"":""宣降"",""en"":""dispersing and descending"",""type"":""DIAGNOSIS""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""肺系病证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""肺失宣降"",""type"":""CONCEPT""}]"
TCM_TEST_0092,test,脾系病证多与运化失常有关。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾系病证"",""en"":""spleen-system syndromes"",""type"":""SYNDROME""},{""zh"":""运化失常"",""en"":""transportation dysfunction"",""type"":""THERAPY""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾系病证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""运化失常"",""type"":""SYNDROME""}]"
TCM_TEST_0094,test,外科阳证多见红肿热痛。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""外科阳证"",""en"":""Yang-type surgical syndromes"",""type"":""SYNDROME""},{""zh"":""红肿热痛"",""en"":""redness, swelling, heat and pain"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""外科阳证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""红肿热痛"",""type"":""SYMPTOM""}]"
TCM_TEST_0095,test,外科阴证多见色暗、肿平和痛缓。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""外科阴证"",""en"":""Yin-type surgical syndromes"",""type"":""SYNDROME""},{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""肿平"",""en"":""flat swelling"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""start"":0,""end"":4,""text"":""外科阴证"",""type"":""SYNDROME""},{""start"":6,""end"":8,""text"":""色暗"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""肿平"",""type"":""CONCEPT""}]"
TCM_TEST_0096,test,火毒壅盛可使疮疡迅速化脓。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""火毒壅盛"",""en"":""exuberant fire toxin"",""type"":""DIAGNOSIS""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""化脓"",""en"":""suppuration"",""type"":""THERAPY""},{""zh"":""火"",""en"":""fire"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""火毒壅盛"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""疮疡"",""type"":""DISEASE""},{""start"":10,""end"":12,""text"":""化脓"",""type"":""SYMPTOM""}]"
TCM_TEST_0097,test,寒凝痰滞可形成阴证肿块。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""寒凝痰滞"",""en"":""cold congealing with phlegm stagnation"",""type"":""DIAGNOSIS""},{""zh"":""阴证肿块"",""en"":""Yin-type masses"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""寒凝痰滞"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""阴证肿块"",""type"":""CONCEPT""}]"
TCM_TEST_0099,test,毒邪内陷可导致外科危重证。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""毒邪内陷"",""en"":""internal sinking of toxins"",""type"":""DIAGNOSIS""},{""zh"":""毒邪"",""en"":""pathogenic toxins"",""type"":""DIAGNOSIS""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""毒邪内陷"",""type"":""CONCEPT""},{""start"":7,""end"":8,""text"":""外"",""type"":""CONCEPT""}]"
