id,split,char_index,char,bio_label
TCM_TRAIN_0147,train,1,邪,I-CONCEPT
TCM_TRAIN_0147,train,2,易,O
TCM_TRAIN_0147,train,3,生,B-CONCEPT
TCM_TRAIN_0147,train,4,风,I-CONCEPT
TCM_TRAIN_0147,train,5,动,B-CONCEPT
TCM_TRAIN_0147,train,6,血,I-CONCEPT
TCM_TRAIN_0147,train,7,。,O
TCM_TRAIN_0148,train,0,六,B-CONCEPT
TCM_TRAIN_0148,train,1,淫,I-CONCEPT
TCM_TRAIN_0148,train,2,致,O
TCM_TRAIN_0148,train,3,病,O
TCM_TRAIN_0148,train,4,多,O
TCM_TRAIN_0148,train,5,与,O
TCM_TRAIN_0148,train,6,季,B-CONCEPT
TCM_TRAIN_0148,train,7,节,I-CONCEPT
TCM_TRAIN_0148,train,8,气,B-CONCEPT
TCM_TRAIN_0148,train,9,候,I-CONCEPT
TCM_TRAIN_0148,train,10,有,O
TCM_TRAIN_0148,train,11,关,O
TCM_TRAIN_0148,train,12,。,O
TCM_TRAIN_0149,train,0,外,B-CONCEPT
TCM_TRAIN_0149,train,1,感,I-CONCEPT
TCM_TRAIN_0149,train,2,病,I-CONCEPT
TCM_TRAIN_0149,train,3,邪,I-CONCEPT
TCM_TRAIN_0149,train,4,多,O
TCM_TRAIN_0149,train,5,从,O
TCM_TRAIN_0149,train,6,肌,B-ORGAN
TCM_TRAIN_0149,train,7,表,I-ORGAN
TCM_TRAIN_0149,train,8,或,O
TCM_TRAIN_0149,train,9,口,B-CONCEPT
TCM_TRAIN_0149,train,10,鼻,I-CONCEPT
TCM_TRAIN_0149,train,11,侵,O
TCM_TRAIN_0149,train,12,入,O
TCM_TRAIN_0149,train,13,人,O
TCM_TRAIN_0149,train,14,体,O
TCM_TRAIN_0149,train,15,。,O
TCM_TRAIN_0150,train,0,七,B-CONCEPT
TCM_TRAIN_0150,train,1,情,I-CONCEPT
TCM_TRAIN_0150,train,2,过,I-CONCEPT
TCM_TRAIN_0150,train,3,激,I-CONCEPT
TCM_TRAIN_0150,train,4,可,O
TCM_TRAIN_0150,train,5,以,O
TCM_TRAIN_0150,train,6,损,O
TCM_TRAIN_0150,train,7,伤,O
TCM_TRAIN_0150,train,8,脏,B-ORGAN
TCM_TRAIN_0150,train,9,腑,I-ORGAN
TCM_TRAIN_0150,train,10,。,O
TCM_TRAIN_0151,train,0,怒,B-CONCEPT
TCM_TRAIN_0151,train,1,伤,O
TCM_TRAIN_0151,train,2,肝,B-ORGAN
TCM_TRAIN_0151,train,3,。,O
TCM_TRAIN_0152,train,0,喜,B-CONCEPT
TCM_TRAIN_0152,train,1,伤,O
TCM_TRAIN_0152,train,2,心,B-ORGAN
TCM_TRAIN_0152,train,3,。,O
TCM_TRAIN_0153,train,0,思,B-CONCEPT
TCM_TRAIN_0153,train,1,伤,O
TCM_TRAIN_0153,train,2,脾,B-ORGAN
TCM_TRAIN_0153,train,3,。,O
TCM_TRAIN_0154,train,0,悲,B-CONCEPT
TCM_TRAIN_0154,train,1,忧,I-CONCEPT
TCM_TRAIN_0154,train,2,伤,O
TCM_TRAIN_0154,train,3,肺,B-ORGAN
TCM_TRAIN_0154,train,4,。,O
TCM_TRAIN_0155,train,0,恐,B-CONCEPT
TCM_TRAIN_0155,train,1,伤,O
TCM_TRAIN_0155,train,2,肾,B-ORGAN
TCM_TRAIN_0155,train,3,。,O
TCM_TRAIN_0156,train,0,惊,B-CONCEPT
TCM_TRAIN_0156,train,1,可,O
TCM_TRAIN_0156,train,2,扰,O
TCM_TRAIN_0156,train,3,乱,O
TCM_TRAIN_0156,train,4,心,B-ORGAN
TCM_TRAIN_0156,train,5,神,I-ORGAN
TCM_TRAIN_0156,train,6,。,O
TCM_TRAIN_0157,train,0,怒,B-CONCEPT
TCM_TRAIN_0157,train,1,则,O
TCM_TRAIN_0157,train,2,气,B-CONCEPT
TCM_TRAIN_0157,train,3,上,I-CONCEPT
TCM_TRAIN_0157,train,4,。,O
TCM_TRAIN_0158,train,0,悲,B-CONCEPT
TCM_TRAIN_0158,train,1,则,O
TCM_TRAIN_0158,train,2,气,B-CONCEPT
TCM_TRAIN_0158,train,3,消,I-CONCEPT
TCM_TRAIN_0158,train,4,。,O
TCM_TRAIN_0159,train,0,恐,B-CONCEPT
TCM_TRAIN_0159,train,1,则,O
TCM_TRAIN_0159,train,2,气,B-CONCEPT
TCM_TRAIN_0159,train,3,下,I-CONCEPT
TCM_TRAIN_0159,train,4,。,O
TCM_TRAIN_0160,train,0,惊,B-CONCEPT
TCM_TRAIN_0160,train,1,则,O
TCM_TRAIN_0160,train,2,气,B-CONCEPT
TCM_TRAIN_0160,train,3,乱,I-CONCEPT
TCM_TRAIN_0160,train,4,。,O
TCM_TRAIN_0161,train,0,思,B-CONCEPT
TCM_TRAIN_0161,train,1,则,O
TCM_TRAIN_0161,train,2,气,B-CONCEPT
TCM_TRAIN_0161,train,3,结,I-CONCEPT
TCM_TRAIN_0161,train,4,。,O
TCM_TRAIN_0162,train,0,饮,B-CONCEPT
TCM_TRAIN_0162,train,1,食,I-CONCEPT
TCM_TRAIN_0162,train,2,不,I-CONCEPT
TCM_TRAIN_0162,train,3,节,I-CONCEPT
TCM_TRAIN_0162,train,4,可,O
TCM_TRAIN_0162,train,5,损,O
TCM_TRAIN_0162,train,6,伤,O
TCM_TRAIN_0162,train,7,脾,B-ORGAN
TCM_TRAIN_0162,train,8,胃,I-ORGAN
TCM_TRAIN_0162,train,9,。,O
TCM_TRAIN_0163,train,0,过,O
TCM_TRAIN_0163,train,1,食,O
TCM_TRAIN_0163,train,2,肥,B-CONCEPT
TCM_TRAIN_0163,train,3,甘,I-CONCEPT
TCM_TRAIN_0163,train,4,厚,I-CONCEPT
TCM_TRAIN_0163,train,5,味,I-CONCEPT
TCM_TRAIN_0163,train,6,易,O
TCM_TRAIN_0163,train,7,生,O
TCM_TRAIN_0163,train,8,痰,B-SYNDROME
TCM_TRAIN_0163,train,9,湿,I-SYNDROME
TCM_TRAIN_0163,train,10,。,O
TCM_TRAIN_0164,train,0,劳,B-CONCEPT
TCM_TRAIN_0164,train,1,倦,I-CONCEPT
TCM_TRAIN_0164,train,2,过,I-CONCEPT
TCM_TRAIN_0164,train,3,度,I-CONCEPT
TCM_TRAIN_0164,train,4,可,O
TCM_TRAIN_0164,train,5,耗,O
TCM_TRAIN_0164,train,6,伤,O
TCM_TRAIN_0164,train,7,气,B-CONCEPT
TCM_TRAIN_0164,train,8,血,I-CONCEPT
TCM_TRAIN_0164,train,9,。,O
TCM_TRAIN_0165,train,0,房,B-CONCEPT
TCM_TRAIN_0165,train,1,劳,I-CONCEPT
TCM_TRAIN_0165,train,2,过,I-CONCEPT
TCM_TRAIN_0165,train,3,度,I-CONCEPT
TCM_TRAIN_0165,train,4,可,O
TCM_TRAIN_0165,train,5,损,O
TCM_TRAIN_0165,train,6,伤,O
TCM_TRAIN_0165,train,7,肾,B-ORGAN
TCM_TRAIN_0165,train,8,精,I-ORGAN
TCM_TRAIN_0165,train,9,。,O
TCM_TRAIN_0166,train,0,正,B-CONCEPT
TCM_TRAIN_0166,train,1,虚,I-CONCEPT
TCM_TRAIN_0166,train,2,邪,I-CONCEPT
TCM_TRAIN_0166,train,3,恋,I-CONCEPT
TCM_TRAIN_0166,train,4,可,O
TCM_TRAIN_0166,train,5,导,O
TCM_TRAIN_0166,train,6,致,O
TCM_TRAIN_0166,train,7,疾,B-CONCEPT
TCM_TRAIN_0166,train,8,病,I-CONCEPT
TCM_TRAIN_0166,train,9,迁,I-CONCEPT
TCM_TRAIN_0166,train,10,延,I-CONCEPT
TCM_TRAIN_0166,train,11,不,I-CONCEPT
TCM_TRAIN_0166,train,12,愈,I-CONCEPT
TCM_TRAIN_0166,train,13,。,O
TCM_TRAIN_0167,train,0,邪,B-CONCEPT
TCM_TRAIN_0167,train,1,盛,I-CONCEPT
TCM_TRAIN_0167,train,2,正,I-CONCEPT
TCM_TRAIN_0167,train,3,衰,I-CONCEPT
TCM_TRAIN_0167,train,4,可,O
TCM_TRAIN_0167,train,5,导,O
TCM_TRAIN_0167,train,6,致,O
TCM_TRAIN_0167,train,7,病,B-CONCEPT
TCM_TRAIN_0167,train,8,情,I-CONCEPT
TCM_TRAIN_0167,train,9,恶,I-CONCEPT
TCM_TRAIN_0167,train,10,化,I-CONCEPT
TCM_TRAIN_0167,train,11,。,O
TCM_TRAIN_0168,train,0,阴,B-CONCEPT
TCM_TRAIN_0168,train,1,阳,I-CONCEPT
TCM_TRAIN_0168,train,2,偏,I-CONCEPT
TCM_TRAIN_0168,train,3,盛,I-CONCEPT
TCM_TRAIN_0168,train,4,可,O
TCM_TRAIN_0168,train,5,导,O
TCM_TRAIN_0168,train,6,致,O
TCM_TRAIN_0168,train,7,实,B-SYNDROME
TCM_TRAIN_0168,train,8,寒,I-SYNDROME
TCM_TRAIN_0168,train,9,或,I-SYNDROME
TCM_TRAIN_0168,train,10,实,I-SYNDROME
TCM_TRAIN_0168,train,11,热,I-SYNDROME
TCM_TRAIN_0168,train,12,病,I-SYNDROME
TCM_TRAIN_0168,train,13,证,I-SYNDROME
TCM_TRAIN_0168,train,14,。,O
TCM_TRAIN_0169,train,0,阴,B-CONCEPT
TCM_TRAIN_0169,train,1,阳,I-CONCEPT
TCM_TRAIN_0169,train,2,偏,I-CONCEPT
TCM_TRAIN_0169,train,3,衰,I-CONCEPT
TCM_TRAIN_0169,train,4,可,O
TCM_TRAIN_0169,train,5,导,O
TCM_TRAIN_0169,train,6,致,O
TCM_TRAIN_0169,train,7,虚,B-SYNDROME
TCM_TRAIN_0169,train,8,寒,I-SYNDROME
TCM_TRAIN_0169,train,9,或,I-SYNDROME
TCM_TRAIN_0169,train,10,虚,I-SYNDROME
TCM_TRAIN_0169,train,11,热,I-SYNDROME
TCM_TRAIN_0169,train,12,病,I-SYNDROME
TCM_TRAIN_0169,train,13,证,I-SYNDROME
TCM_TRAIN_0169,train,14,。,O
TCM_TRAIN_0170,train,0,阴,B-CONCEPT
TCM_TRAIN_0170,train,1,阳,I-CONCEPT
TCM_TRAIN_0170,train,2,互,I-CONCEPT
TCM_TRAIN_0170,train,3,损,I-CONCEPT
TCM_TRAIN_0170,train,4,可,O
TCM_TRAIN_0170,train,5,导,O
TCM_TRAIN_0170,train,6,致,O
TCM_TRAIN_0170,train,7,阴,B-CONCEPT
TCM_TRAIN_0170,train,8,阳,I-CONCEPT
TCM_TRAIN_0170,train,9,两,I-CONCEPT
TCM_TRAIN_0170,train,10,虚,I-CONCEPT
TCM_TRAIN_0170,train,11,。,O
TCM_TRAIN_0171,train,0,阴,B-CONCEPT
TCM_TRAIN_0171,train,1,盛,I-CONCEPT
TCM_TRAIN_0171,train,2,格,I-CONCEPT
TCM_TRAIN_0171,train,3,阳,I-CONCEPT
TCM_TRAIN_0171,train,4,可,O
TCM_TRAIN_0171,train,5,导,O
TCM_TRAIN_0171,train,6,致,O
TCM_TRAIN_0171,train,7,真,B-SYNDROME
TCM_TRAIN_0171,train,8,寒,I-SYNDROME
TCM_TRAIN_0171,train,9,假,I-SYNDROME
TCM_TRAIN_0171,train,10,热,I-SYNDROME
TCM_TRAIN_0171,train,11,证,I-SYNDROME
TCM_TRAIN_0171,train,12,。,O
TCM_TRAIN_0172,train,0,阳,B-CONCEPT
TCM_TRAIN_0172,train,1,盛,I-CONCEPT
TCM_TRAIN_0172,train,2,格,I-CONCEPT
TCM_TRAIN_0172,train,3,阴,I-CONCEPT
TCM_TRAIN_0172,train,4,可,O
TCM_TRAIN_0172,train,5,导,O
TCM_TRAIN_0172,train,6,致,O
TCM_TRAIN_0172,train,7,真,B-SYNDROME
TCM_TRAIN_0172,train,8,热,I-SYNDROME
TCM_TRAIN_0172,train,9,假,I-SYNDROME
TCM_TRAIN_0172,train,10,寒,I-SYNDROME
TCM_TRAIN_0172,train,11,证,I-SYNDROME
TCM_TRAIN_0172,train,12,。,O
TCM_TRAIN_0173,train,0,气,B-SYNDROME
TCM_TRAIN_0173,train,1,逆,I-SYNDROME
TCM_TRAIN_0173,train,2,可,O
TCM_TRAIN_0173,train,3,导,O
TCM_TRAIN_0173,train,4,致,O
TCM_TRAIN_0173,train,5,升,B-CONCEPT
TCM_TRAIN_0173,train,6,降,I-CONCEPT
TCM_TRAIN_0173,train,7,运,I-CONCEPT
TCM_TRAIN_0173,train,8,动,I-CONCEPT
TCM_TRAIN_0173,train,9,反,I-CONCEPT
TCM_TRAIN_0173,train,10,常,I-CONCEPT
TCM_TRAIN_0173,train,11,。,O
TCM_TRAIN_0174,train,0,气,B-SYNDROME
TCM_TRAIN_0174,train,1,陷,I-SYNDROME
TCM_TRAIN_0174,train,2,可,O
TCM_TRAIN_0174,train,3,导,O
TCM_TRAIN_0174,train,4,致,O
TCM_TRAIN_0174,train,5,脏,B-CONCEPT
TCM_TRAIN_0174,train,6,器,I-CONCEPT
TCM_TRAIN_0174,train,7,下,I-CONCEPT
TCM_TRAIN_0174,train,8,垂,I-CONCEPT
TCM_TRAIN_0174,train,9,。,O
TCM_TRAIN_0175,train,0,气,B-SYMPTOM
TCM_TRAIN_0175,train,1,闭,I-SYMPTOM
TCM_TRAIN_0175,train,2,可,O
TCM_TRAIN_0175,train,3,导,O
TCM_TRAIN_0175,train,4,致,O
TCM_TRAIN_0175,train,5,气,B-SYNDROME
TCM_TRAIN_0175,train,6,机,I-SYNDROME
TCM_TRAIN_0175,train,7,闭,I-SYNDROME
TCM_TRAIN_0175,train,8,阻,I-SYNDROME
TCM_TRAIN_0175,train,9,。,O
TCM_TRAIN_0176,train,0,气,B-CONCEPT
TCM_TRAIN_0176,train,1,脱,I-CONCEPT
TCM_TRAIN_0176,train,2,可,O
TCM_TRAIN_0176,train,3,导,O
TCM_TRAIN_0176,train,4,致,O
TCM_TRAIN_0176,train,5,元,B-CONCEPT
TCM_TRAIN_0176,train,6,气,I-CONCEPT
TCM_TRAIN_0176,train,7,外,I-CONCEPT
TCM_TRAIN_0176,train,8,脱,I-CONCEPT
TCM_TRAIN_0176,train,9,。,O
TCM_TRAIN_0177,train,0,血,B-SYNDROME
TCM_TRAIN_0177,train,1,热,I-SYNDROME
TCM_TRAIN_0177,train,2,可,O
TCM_TRAIN_0177,train,3,导,O
TCM_TRAIN_0177,train,4,致,O
TCM_TRAIN_0177,train,5,迫,B-CONCEPT
TCM_TRAIN_0177,train,6,血,I-CONCEPT
TCM_TRAIN_0177,train,7,妄,I-CONCEPT
TCM_TRAIN_0177,train,8,行,I-CONCEPT
TCM_TRAIN_0177,train,9,。,O
TCM_TRAIN_0178,train,0,血,B-SYNDROME
TCM_TRAIN_0178,train,1,寒,I-SYNDROME
TCM_TRAIN_0178,train,2,可,O
TCM_TRAIN_0178,train,3,导,O
TCM_TRAIN_0178,train,4,致,O
TCM_TRAIN_0178,train,5,血,B-SYNDROME
TCM_TRAIN_0178,train,6,脉,I-SYNDROME
TCM_TRAIN_0178,train,7,凝,I-SYNDROME
TCM_TRAIN_0178,train,8,滞,I-SYNDROME
TCM_TRAIN_0178,train,9,。,O
TCM_TRAIN_0179,train,0,津,B-CONCEPT
TCM_TRAIN_0179,train,1,液,I-CONCEPT
TCM_TRAIN_0179,train,2,输,I-CONCEPT
TCM_TRAIN_0179,train,3,布,I-CONCEPT
TCM_TRAIN_0179,train,4,障,I-CONCEPT
TCM_TRAIN_0179,train,5,碍,I-CONCEPT
TCM_TRAIN_0179,train,6,可,O
TCM_TRAIN_0179,train,7,导,O
TCM_TRAIN_0179,train,8,致,O
TCM_TRAIN_0179,train,9,水,B-SYNDROME
TCM_TRAIN_0179,train,10,湿,I-SYNDROME
TCM_TRAIN_0179,train,11,停,I-SYNDROME
TCM_TRAIN_0179,train,12,聚,I-SYNDROME
TCM_TRAIN_0179,train,13,。,O
TCM_TRAIN_0180,train,0,津,B-CONCEPT
TCM_TRAIN_0180,train,1,液,I-CONCEPT
TCM_TRAIN_0180,train,2,排,I-CONCEPT
TCM_TRAIN_0180,train,3,泄,I-CONCEPT
TCM_TRAIN_0180,train,4,障,I-CONCEPT
TCM_TRAIN_0180,train,5,碍,I-CONCEPT
TCM_TRAIN_0180,train,6,可,O
TCM_TRAIN_0180,train,7,导,O
TCM_TRAIN_0180,train,8,致,O
TCM_TRAIN_0180,train,9,水,B-DISEASE
TCM_TRAIN_0180,train,10,肿,I-DISEASE
TCM_TRAIN_0180,train,11,。,O
TCM_TRAIN_0181,train,0,内,B-CONCEPT
TCM_TRAIN_0181,train,1,风,I-CONCEPT
TCM_TRAIN_0181,train,2,可,O
TCM_TRAIN_0181,train,3,导,O
TCM_TRAIN_0181,train,4,致,O
TCM_TRAIN_0181,train,5,肢,B-CONCEPT
TCM_TRAIN_0181,train,6,体,I-CONCEPT
TCM_TRAIN_0181,train,7,震,I-CONCEPT
TCM_TRAIN_0181,train,8,颤,I-CONCEPT
TCM_TRAIN_0181,train,9,。,O
TCM_TRAIN_0182,train,0,肝,B-CONCEPT
TCM_TRAIN_0182,train,1,阳,I-CONCEPT
TCM_TRAIN_0182,train,2,化,I-CONCEPT
TCM_TRAIN_0182,train,3,风,I-CONCEPT
TCM_TRAIN_0182,train,4,可,O
TCM_TRAIN_0182,train,5,导,O
TCM_TRAIN_0182,train,6,致,O
TCM_TRAIN_0182,train,7,眩,B-CONCEPT
TCM_TRAIN_0182,train,8,晕,I-CONCEPT
TCM_TRAIN_0182,train,9,和,I-CONCEPT
TCM_TRAIN_0182,train,10,震,I-CONCEPT
TCM_TRAIN_0182,train,11,颤,I-CONCEPT
TCM_TRAIN_0182,train,12,。,O
TCM_TRAIN_0183,train,0,热,B-CONCEPT
TCM_TRAIN_0183,train,1,极,I-CONCEPT
TCM_TRAIN_0183,train,2,生,I-CONCEPT
TCM_TRAIN_0183,train,3,风,I-CONCEPT
TCM_TRAIN_0183,train,4,可,O
TCM_TRAIN_0183,train,5,导,O
TCM_TRAIN_0183,train,6,致,O
TCM_TRAIN_0183,train,7,抽,B-SYMPTOM
TCM_TRAIN_0183,train,8,搐,I-SYMPTOM
TCM_TRAIN_0183,train,9,。,O
TCM_TRAIN_0184,train,0,血,B-SYNDROME
TCM_TRAIN_0184,train,1,虚,I-SYNDROME
TCM_TRAIN_0184,train,2,生,I-SYNDROME
TCM_TRAIN_0184,train,3,风,I-SYNDROME
TCM_TRAIN_0184,train,4,可,O
TCM_TRAIN_0184,train,5,导,O
TCM_TRAIN_0184,train,6,致,O
TCM_TRAIN_0184,train,7,肢,B-CONCEPT
TCM_TRAIN_0184,train,8,体,I-CONCEPT
TCM_TRAIN_0184,train,9,麻,I-CONCEPT
TCM_TRAIN_0184,train,10,木,I-CONCEPT
TCM_TRAIN_0184,train,11,。,O
TCM_TRAIN_0185,train,0,阴,B-SYNDROME
TCM_TRAIN_0185,train,1,虚,I-SYNDROME
TCM_TRAIN_0185,train,2,风,I-SYNDROME
TCM_TRAIN_0185,train,3,动,I-SYNDROME
TCM_TRAIN_0185,train,4,可,O
TCM_TRAIN_0185,train,5,导,O
TCM_TRAIN_0185,train,6,致,O
TCM_TRAIN_0185,train,7,筋,B-CONCEPT
TCM_TRAIN_0185,train,8,脉,I-CONCEPT
TCM_TRAIN_0185,train,9,拘,I-CONCEPT
TCM_TRAIN_0185,train,10,急,I-CONCEPT
TCM_TRAIN_0185,train,11,。,O
TCM_TRAIN_0186,train,0,内,B-CONCEPT
TCM_TRAIN_0186,train,1,火,I-CONCEPT
TCM_TRAIN_0186,train,2,可,O
TCM_TRAIN_0186,train,3,导,O
TCM_TRAIN_0186,train,4,致,O
TCM_TRAIN_0186,train,5,火,B-CONCEPT
TCM_TRAIN_0186,train,6,热,I-CONCEPT
TCM_TRAIN_0186,train,7,内,I-CONCEPT
TCM_TRAIN_0186,train,8,盛,I-CONCEPT
TCM_TRAIN_0186,train,9,。,O
TCM_TRAIN_0187,train,0,气,B-CONCEPT
TCM_TRAIN_0187,train,1,郁,I-CONCEPT
TCM_TRAIN_0187,train,2,化,I-CONCEPT
TCM_TRAIN_0187,train,3,火,I-CONCEPT
TCM_TRAIN_0187,train,4,可,O
TCM_TRAIN_0187,train,5,导,O
TCM_TRAIN_0187,train,6,致,O
TCM_TRAIN_0187,train,7,肝,B-SYNDROME
TCM_TRAIN_0187,train,8,火,I-SYNDROME
TCM_TRAIN_0187,train,9,上,I-SYNDROME
TCM_TRAIN_0187,train,10,炎,I-SYNDROME
TCM_TRAIN_0187,train,11,。,O
TCM_TRAIN_0188,train,0,五,B-CONCEPT
TCM_TRAIN_0188,train,1,志,I-CONCEPT
TCM_TRAIN_0188,train,2,过,I-CONCEPT
TCM_TRAIN_0188,train,3,极,I-CONCEPT
TCM_TRAIN_0188,train,4,可,O
TCM_TRAIN_0188,train,5,导,O
TCM_TRAIN_0188,train,6,致,O
TCM_TRAIN_0188,train,7,化,B-CONCEPT
TCM_TRAIN_0188,train,8,火,I-CONCEPT
TCM_TRAIN_0188,train,9,。,O
TCM_TRAIN_0189,train,0,阴,B-SYNDROME
TCM_TRAIN_0189,train,1,虚,I-SYNDROME
TCM_TRAIN_0189,train,2,内,I-SYNDROME
TCM_TRAIN_0189,train,3,热,I-SYNDROME
TCM_TRAIN_0189,train,4,可,O
TCM_TRAIN_0189,train,5,导,O
TCM_TRAIN_0189,train,6,致,O
TCM_TRAIN_0189,train,7,虚,B-CONCEPT
TCM_TRAIN_0189,train,8,火,I-CONCEPT
TCM_TRAIN_0189,train,9,。,O
TCM_TRAIN_0190,train,0,内,B-CONCEPT
TCM_TRAIN_0190,train,1,湿,I-CONCEPT
TCM_TRAIN_0190,train,2,可,O
TCM_TRAIN_0190,train,3,导,O
TCM_TRAIN_0190,train,4,致,O
TCM_TRAIN_0190,train,5,水,B-SYNDROME
TCM_TRAIN_0190,train,6,谷,I-SYNDROME
TCM_TRAIN_0190,train,7,运,I-SYNDROME
TCM_TRAIN_0190,train,8,化,I-SYNDROME
TCM_TRAIN_0190,train,9,失,I-SYNDROME
TCM_TRAIN_0190,train,10,常,I-SYNDROME
TCM_TRAIN_0190,train,11,。,O
TCM_TRAIN_0191,train,0,脾,B-CONCEPT
TCM_TRAIN_0191,train,1,虚,I-CONCEPT
TCM_TRAIN_0191,train,2,湿,I-CONCEPT
TCM_TRAIN_0191,train,3,困,I-CONCEPT
TCM_TRAIN_0191,train,4,可,O
TCM_TRAIN_0191,train,5,导,O
TCM_TRAIN_0191,train,6,致,O
TCM_TRAIN_0191,train,7,水,B-SYNDROME
TCM_TRAIN_0191,train,8,谷,I-SYNDROME
TCM_TRAIN_0191,train,9,运,I-SYNDROME
TCM_TRAIN_0191,train,10,化,I-SYNDROME
TCM_TRAIN_0191,train,11,失,I-SYNDROME
TCM_TRAIN_0191,train,12,常,I-SYNDROME
TCM_TRAIN_0191,train,13,。,O
TCM_TRAIN_0192,train,0,痰,B-SYNDROME
TCM_TRAIN_0192,train,1,湿,I-SYNDROME
TCM_TRAIN_0192,train,2,阻,I-SYNDROME
TCM_TRAIN_0192,train,3,肺,I-SYNDROME
TCM_TRAIN_0192,train,4,可,O
TCM_TRAIN_0192,train,5,导,O
TCM_TRAIN_0192,train,6,致,O
TCM_TRAIN_0192,train,7,咳,B-SYMPTOM
TCM_TRAIN_0192,train,8,嗽,I-SYMPTOM
TCM_TRAIN_0192,train,9,痰,I-SYMPTOM
TCM_TRAIN_0192,train,10,多,I-SYMPTOM
TCM_TRAIN_0192,train,11,。,O
TCM_TRAIN_0193,train,0,痰,B-CONCEPT
TCM_TRAIN_0193,train,1,蒙,I-CONCEPT
TCM_TRAIN_0193,train,2,心,I-CONCEPT
TCM_TRAIN_0193,train,3,窍,I-CONCEPT
TCM_TRAIN_0193,train,4,可,O
TCM_TRAIN_0193,train,5,导,O
TCM_TRAIN_0193,train,6,致,O
TCM_TRAIN_0193,train,7,神,B-CONCEPT
TCM_TRAIN_0193,train,8,志,I-CONCEPT
TCM_TRAIN_0193,train,9,异,I-CONCEPT
TCM_TRAIN_0193,train,10,常,I-CONCEPT
TCM_TRAIN_0193,train,11,。,O
TCM_TRAIN_0194,train,0,痰,B-CONCEPT
TCM_TRAIN_0194,train,1,阻,I-CONCEPT
TCM_TRAIN_0194,train,2,经,I-CONCEPT
TCM_TRAIN_0194,train,3,络,I-CONCEPT
TCM_TRAIN_0194,train,4,可,O
TCM_TRAIN_0194,train,5,导,O
TCM_TRAIN_0194,train,6,致,O
TCM_TRAIN_0194,train,7,肢,B-CONCEPT
TCM_TRAIN_0194,train,8,体,I-CONCEPT
TCM_TRAIN_0194,train,9,麻,I-CONCEPT
TCM_TRAIN_0194,train,10,木,I-CONCEPT
TCM_TRAIN_0194,train,11,。,O
TCM_TRAIN_0195,train,0,瘀,B-CONCEPT
TCM_TRAIN_0195,train,1,血,I-CONCEPT
TCM_TRAIN_0195,train,2,内,I-CONCEPT
TCM_TRAIN_0195,train,3,阻,I-CONCEPT
TCM_TRAIN_0195,train,4,可,O
TCM_TRAIN_0195,train,5,导,O
TCM_TRAIN_0195,train,6,致,O
TCM_TRAIN_0195,train,7,脏,B-CONCEPT
TCM_TRAIN_0195,train,8,腑,I-CONCEPT
TCM_TRAIN_0195,train,9,功,I-CONCEPT
TCM_TRAIN_0195,train,10,能,I-CONCEPT
TCM_TRAIN_0195,train,11,失,I-CONCEPT
TCM_TRAIN_0195,train,12,调,I-CONCEPT
TCM_TRAIN_0195,train,13,。,O
TCM_TRAIN_0196,train,0,瘀,B-CONCEPT
TCM_TRAIN_0196,train,1,血,I-CONCEPT
TCM_TRAIN_0196,train,2,阻,I-CONCEPT
TCM_TRAIN_0196,train,3,络,I-CONCEPT
TCM_TRAIN_0196,train,4,可,O
TCM_TRAIN_0196,train,5,导,O
TCM_TRAIN_0196,train,6,致,O
TCM_TRAIN_0196,train,7,固,B-SYMPTOM
TCM_TRAIN_0196,train,8,定,I-SYMPTOM
TCM_TRAIN_0196,train,9,刺,I-SYMPTOM
TCM_TRAIN_0196,train,10,痛,I-SYMPTOM
TCM_TRAIN_0196,train,11,。,O
TCM_TRAIN_0197,train,0,气,B-SYNDROME
TCM_TRAIN_0197,train,1,虚,I-SYNDROME
TCM_TRAIN_0197,train,2,血,I-SYNDROME
TCM_TRAIN_0197,train,3,瘀,I-SYNDROME
TCM_TRAIN_0197,train,4,可,O
TCM_TRAIN_0197,train,5,导,O
TCM_TRAIN_0197,train,6,致,O
TCM_TRAIN_0197,train,7,推,B-CONCEPT
TCM_TRAIN_0197,train,8,动,I-CONCEPT
TCM_TRAIN_0197,train,9,无,I-CONCEPT
TCM_TRAIN_0197,train,10,力,I-CONCEPT
TCM_TRAIN_0197,train,11,。,O
TCM_TRAIN_0198,train,0,气,B-SYNDROME
TCM_TRAIN_0198,train,1,滞,I-SYNDROME
TCM_TRAIN_0198,train,2,血,I-SYNDROME
TCM_TRAIN_0198,train,3,瘀,I-SYNDROME
TCM_TRAIN_0198,train,4,可,O
TCM_TRAIN_0198,train,5,导,O
TCM_TRAIN_0198,train,6,致,O
TCM_TRAIN_0198,train,7,血,B-CONCEPT
TCM_TRAIN_0198,train,8,行,I-CONCEPT
TCM_TRAIN_0198,train,9,受,I-CONCEPT
TCM_TRAIN_0198,train,10,阻,I-CONCEPT
TCM_TRAIN_0198,train,11,。,O
TCM_TRAIN_0199,train,0,寒,B-SYNDROME
TCM_TRAIN_0199,train,1,凝,I-SYNDROME
TCM_TRAIN_0199,train,2,血,I-SYNDROME
TCM_TRAIN_0199,train,3,瘀,I-SYNDROME
TCM_TRAIN_0199,train,4,可,O
TCM_TRAIN_0199,train,5,导,O
TCM_TRAIN_0199,train,6,致,O
TCM_TRAIN_0199,train,7,血,B-SYNDROME
TCM_TRAIN_0199,train,8,脉,I-SYNDROME
