id,split,zh,spans_json,span_count,char_count,labels_json
TCM_TRAIN_0405,train,清虚热药能清退虚热。,"[{""start"":0,""end"":4,""text"":""清虚热药"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""虚热"",""type"":""SYNDROME""}]",2,10,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0406,train,清热燥湿药能清热并燥湿。,"[{""start"":0,""end"":5,""text"":""清热燥湿药"",""type"":""THERAPY""},{""start"":10,""end"":11,""text"":""湿"",""type"":""CONCEPT""}]",2,12,"[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""O""]"
TCM_TRAIN_0407,train,温化寒痰药能温化寒痰。,"[{""start"":0,""end"":5,""text"":""温化寒痰药"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""寒痰"",""type"":""CONCEPT""}]",2,11,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0408,train,清化热痰药能清化热痰。,"[{""start"":0,""end"":5,""text"":""清化热痰药"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""热痰"",""type"":""CONCEPT""}]",2,11,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0409,train,表寒证以风寒束表为主要病机。,"[{""start"":0,""end"":3,""text"":""表寒证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""风寒束表"",""type"":""SYNDROME""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0410,train,表寒证可导致卫阳被遏。,"[{""start"":0,""end"":3,""text"":""表寒证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""卫阳被遏"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0411,train,表寒证常反映风寒束表。,"[{""start"":0,""end"":3,""text"":""表寒证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风寒束表"",""type"":""SYNDROME""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0412,train,表热证以风热犯表为主要病机。,"[{""start"":0,""end"":3,""text"":""表热证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""风热犯表"",""type"":""SYNDROME""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0413,train,表热证可导致肺卫失宣。,"[{""start"":0,""end"":3,""text"":""表热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""肺卫失宣"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0414,train,表热证常反映风热犯表。,"[{""start"":0,""end"":3,""text"":""表热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风热犯表"",""type"":""SYNDROME""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0415,train,里热证以热邪内盛为主要病机。,"[{""start"":0,""end"":3,""text"":""里热证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""热邪内盛"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0416,train,里热证可导致津液受损。,"[{""start"":0,""end"":3,""text"":""里热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""津液受损"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0417,train,里热证常反映热邪内盛。,"[{""start"":0,""end"":3,""text"":""里热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""热邪内盛"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0418,train,里寒证以寒邪内盛为主要病机。,"[{""start"":0,""end"":3,""text"":""里寒证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""寒邪内盛"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0419,train,里寒证可导致阳气被遏。,"[{""start"":0,""end"":3,""text"":""里寒证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""阳气被遏"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0420,train,里寒证常反映寒邪内盛。,"[{""start"":0,""end"":3,""text"":""里寒证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""寒邪内盛"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0421,train,气虚证以气的推动和固摄功能减弱为主要病机。,"[{""start"":0,""end"":3,""text"":""气虚证"",""type"":""SYNDROME""},{""start"":4,""end"":15,""text"":""气的推动和固摄功能减弱"",""type"":""CONCEPT""},{""start"":18,""end"":20,""text"":""病机"",""type"":""CONCEPT""}]",3,21,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0422,train,气虚证可导致脏腑功能减退。,"[{""start"":0,""end"":3,""text"":""气虚证"",""type"":""SYNDROME""},{""start"":6,""end"":12,""text"":""脏腑功能减退"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0423,train,气虚证常反映气的推动和固摄功能减弱。,"[{""start"":0,""end"":3,""text"":""气虚证"",""type"":""SYNDROME""},{""start"":6,""end"":17,""text"":""气的推动和固摄功能减弱"",""type"":""CONCEPT""}]",2,18,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0424,train,气陷证以中气下陷为主要病机。,"[{""start"":0,""end"":3,""text"":""气陷证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""中气下陷"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0425,train,气陷证可导致脏器下垂。,"[{""start"":0,""end"":3,""text"":""气陷证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""脏器下垂"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0426,train,气陷证常反映中气下陷。,"[{""start"":0,""end"":3,""text"":""气陷证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""中气下陷"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0427,train,气滞证以气机郁滞为主要病机。,"[{""start"":0,""end"":3,""text"":""气滞证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""气机郁滞"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0428,train,气滞证可导致胀痛。,"[{""start"":0,""end"":3,""text"":""气滞证"",""type"":""SYNDROME""},{""start"":6,""end"":8,""text"":""胀痛"",""type"":""SYMPTOM""}]",2,9,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYMPTOM"",""I-SYMPTOM"",""O""]"
TCM_TRAIN_0429,train,气滞证常反映气机郁滞。,"[{""start"":0,""end"":3,""text"":""气滞证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""气机郁滞"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0430,train,气逆证以气机升降失常为主要病机。,"[{""start"":0,""end"":3,""text"":""气逆证"",""type"":""SYNDROME""},{""start"":4,""end"":10,""text"":""气机升降失常"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0431,train,气逆证可导致咳喘或呕逆。,"[{""start"":0,""end"":3,""text"":""气逆证"",""type"":""SYNDROME""},{""start"":6,""end"":11,""text"":""咳喘或呕逆"",""type"":""CONCEPT""}]",2,12,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0432,train,气逆证常反映气机升降失常。,"[{""start"":0,""end"":3,""text"":""气逆证"",""type"":""SYNDROME""},{""start"":6,""end"":12,""text"":""气机升降失常"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0433,train,血虚证以血液亏虚为主要病机。,"[{""start"":0,""end"":3,""text"":""血虚证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""血液亏虚"",""type"":""SYNDROME""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0434,train,血虚证可导致脏腑失养。,"[{""start"":0,""end"":3,""text"":""血虚证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""脏腑失养"",""type"":""SYNDROME""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0435,train,血虚证常反映血液亏虚。,"[{""start"":0,""end"":3,""text"":""血虚证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""血液亏虚"",""type"":""SYNDROME""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0436,train,血瘀证以血行不畅为主要病机。,"[{""start"":0,""end"":3,""text"":""血瘀证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""血行不畅"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0437,train,血瘀证可导致固定刺痛。,"[{""start"":0,""end"":3,""text"":""血瘀证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""固定刺痛"",""type"":""SYMPTOM""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYMPTOM"",""I-SYMPTOM"",""I-SYMPTOM"",""I-SYMPTOM"",""O""]"
TCM_TRAIN_0438,train,血瘀证常反映血行不畅。,"[{""start"":0,""end"":3,""text"":""血瘀证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""血行不畅"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0439,train,血热证以热入血分为主要病机。,"[{""start"":0,""end"":3,""text"":""血热证"",""type"":""SYNDROME""},{""start"":4,""end"":8,""text"":""热入血分"",""type"":""CONCEPT""},{""start"":11,""end"":13,""text"":""病机"",""type"":""CONCEPT""}]",3,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0440,train,血热证可导致迫血妄行。,"[{""start"":0,""end"":3,""text"":""血热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""迫血妄行"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0441,train,血热证常反映热入血分。,"[{""start"":0,""end"":3,""text"":""血热证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""热入血分"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0442,train,津液不足证以津液亏损为主要病机。,"[{""start"":0,""end"":5,""text"":""津液不足证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""津液亏损"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0443,train,津液不足证可导致孔窍失润。,"[{""start"":0,""end"":5,""text"":""津液不足证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""孔窍失润"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0444,train,津液不足证常反映津液亏损。,"[{""start"":0,""end"":5,""text"":""津液不足证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""津液亏损"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0445,train,水湿停聚证以水液代谢失常为主要病机。,"[{""start"":0,""end"":5,""text"":""水湿停聚证"",""type"":""SYNDROME""},{""start"":6,""end"":12,""text"":""水液代谢失常"",""type"":""SYNDROME""},{""start"":15,""end"":17,""text"":""病机"",""type"":""CONCEPT""}]",3,18,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0446,train,水湿停聚证可导致水肿。,"[{""start"":0,""end"":5,""text"":""水湿停聚证"",""type"":""SYNDROME""},{""start"":8,""end"":10,""text"":""水肿"",""type"":""DISEASE""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-DISEASE"",""I-DISEASE"",""O""]"
TCM_TRAIN_0447,train,水湿停聚证常反映水液代谢失常。,"[{""start"":0,""end"":5,""text"":""水湿停聚证"",""type"":""SYNDROME""},{""start"":8,""end"":14,""text"":""水液代谢失常"",""type"":""SYNDROME""}]",2,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0448,train,痰饮证以津液凝聚成痰饮为主要病机。,"[{""start"":0,""end"":3,""text"":""痰饮证"",""type"":""SYNDROME""},{""start"":4,""end"":11,""text"":""津液凝聚成痰饮"",""type"":""FORMULA""},{""start"":14,""end"":16,""text"":""病机"",""type"":""CONCEPT""}]",3,17,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0449,train,痰饮证可导致气机阻滞。,"[{""start"":0,""end"":3,""text"":""痰饮证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""气机阻滞"",""type"":""CONCEPT""}]",2,11,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0450,train,痰饮证常反映津液凝聚成痰饮。,"[{""start"":0,""end"":3,""text"":""痰饮证"",""type"":""SYNDROME""},{""start"":6,""end"":13,""text"":""津液凝聚成痰饮"",""type"":""FORMULA""}]",2,14,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""I-FORMULA"",""O""]"
TCM_TRAIN_0451,train,风寒束肺证以风寒犯肺为主要病机。,"[{""start"":0,""end"":5,""text"":""风寒束肺证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风寒犯肺"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0452,train,风寒束肺证可导致肺气失宣。,"[{""start"":0,""end"":5,""text"":""风寒束肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""肺气失宣"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0453,train,风寒束肺证常反映风寒犯肺。,"[{""start"":0,""end"":5,""text"":""风寒束肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""风寒犯肺"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0454,train,风热犯肺证以风热犯肺为主要病机。,"[{""start"":0,""end"":5,""text"":""风热犯肺证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风热犯肺"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0455,train,风热犯肺证可导致肺失清肃。,"[{""start"":0,""end"":5,""text"":""风热犯肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""肺失清肃"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0456,train,风热犯肺证常反映风热犯肺。,"[{""start"":0,""end"":5,""text"":""风热犯肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""风热犯肺"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0457,train,痰热壅肺证以痰热壅肺为主要病机。,"[{""start"":0,""end"":5,""text"":""痰热壅肺证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""痰热壅肺"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0458,train,痰热壅肺证可导致肺气闭阻。,"[{""start"":0,""end"":5,""text"":""痰热壅肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""肺气闭阻"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0459,train,痰热壅肺证常反映痰热壅肺。,"[{""start"":0,""end"":5,""text"":""痰热壅肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""痰热壅肺"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0460,train,痰湿阻肺证以痰湿阻肺为主要病机。,"[{""start"":0,""end"":5,""text"":""痰湿阻肺证"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""痰湿阻肺"",""type"":""SYNDROME""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0461,train,痰湿阻肺证可导致肺失宣降。,"[{""start"":0,""end"":5,""text"":""痰湿阻肺证"",""type"":""SYNDROME""},{""start"":8,""end"":12,""text"":""肺失宣降"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
