id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities,entities_eval,entities_model,entities_gold
TCM_TEST_0071,test,经络病变可反映相关脏腑的异常。,经络病变可反映相关脏腑的异常。,Meridian disorders can reflect abnormalities of related Zang-Fu organs.,Transverse pathological disorders can reflect abnormalities of related kidney stasis.,Transverse pathological disorders can reflect abnormalities of related kidney stasis.,Transverse pathological disorders can reflect abnormalities of related kidney stasis.,Transverse pathological disorders can reflect abnormalities of related kidney stasis.,False,"[{""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""经络"", ""en"": ""meridians"", ""type"": ""MERIDIAN""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""经络"", ""en"": ""meridians"", ""type"": ""MERIDIAN""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]"
TCM_TEST_0072,test,经气不利可导致疼痛和麻木。,经气不利可导致疼痛和麻木。,Unsmooth channel-Qi can cause pain and numbness.,Faulty passage of Qi can cause pain and paralysis.,Faulty passage of Qi can cause pain and paralysis.,Faulty passage of Qi can cause pain and paralysis.,Faulty passage of Qi can cause pain and paralysis.,False,"[{""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疼痛"", ""en"": ""pain"", ""type"": ""SYMPTOM""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疼痛"", ""en"": ""pain"", ""type"": ""SYMPTOM""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疼痛"", ""en"": ""pain"", ""type"": ""SYMPTOM""}, {""zh"": ""木"", ""en"": ""wood"", ""type"": ""ELEMENT""}]","[{""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疼痛"", ""en"": ""pain"", ""type"": ""SYMPTOM""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}, {""zh"": ""木"", ""en"": ""wood"", ""type"": ""ELEMENT""}]"
TCM_TEST_0073,test,经络阻滞可使气血运行受限。,经络阻滞可使气血运行受限。,Meridian obstruction can restrict the movement of Qi and blood.,Obstruction of blood vessels can restrict movement of Qi and blood.,Obstruction of blood vessels can restrict movement of Qi and blood.,meridian obstruction of blood vessels can restrict movement of Qi and blood.,Obstruction of blood vessels can restrict movement of Qi and blood.,False,"[{""zh"": ""经络阻滞"", ""en"": ""meridian obstruction"", ""type"": ""MERIDIAN""}, {""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""经络阻滞"", ""en"": ""meridian obstruction"", ""type"": ""MERIDIAN""}, {""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""经络"", ""en"": ""meridians"", ""type"": ""MERIDIAN""}, {""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""经络阻滞"", ""en"": ""meridian obstruction"", ""type"": ""MERIDIAN""}, {""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""经络"", ""en"": ""meridians"", ""type"": ""MERIDIAN""}]"
TCM_TEST_0074,test,十二经脉循行联系内外上下。,十二经脉循行联系内外上下。,"The circulation of the twelve regular channels connects the interior and exterior, upper and lower.",The twelve arteries circulate and connect internally and externally upward and downward.,The twelve arteries circulate and connect internally and externally upward and downward.,The twelve arteries circulate and connect internally and externally upward and downward.,The twelve arteries circulate and connect internally and externally upward and downward.,False,"[{""zh"": ""十二经脉"", ""en"": ""twelve regular channels"", ""type"": ""MERIDIAN""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""内"", ""en"": ""interior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""上"", ""en"": ""upper"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""十二经脉"", ""en"": ""twelve regular channels"", ""type"": ""MERIDIAN""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""内"", ""en"": ""interior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""上"", ""en"": ""upper"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""十二经脉"", ""en"": ""twelve regular channels"", ""type"": ""MERIDIAN""}]","[{""zh"": ""十二经脉"", ""en"": ""twelve regular channels"", ""type"": ""MERIDIAN""}, {""zh"": ""外"", ""en"": ""exterior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""内"", ""en"": ""interior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""上"", ""en"": ""upper"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0075,test,奇经八脉调节正经气血。,奇经八脉调节正经气血。,The eight extraordinary vessels regulate Qi and blood in the regular channels.,Qi-transverse arteries regulate Qi and blood.,Qi-transverse arteries regulate Qi and blood.,Qi-transverse arteries regulate Qi and blood.,Qi-transverse arteries regulate Qi and blood.,False,"[{""zh"": ""奇经八脉"", ""en"": ""eight extraordinary vessels"", ""type"": ""MERIDIAN""}, {""zh"": ""正经"", ""en"": ""regular channels"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""奇经八脉"", ""en"": ""eight extraordinary vessels"", ""type"": ""MERIDIAN""}, {""zh"": ""正经"", ""en"": ""regular channels"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""奇经八脉"", ""en"": ""eight extraordinary vessels"", ""type"": ""MERIDIAN""}, {""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""奇经八脉"", ""en"": ""eight extraordinary vessels"", ""type"": ""MERIDIAN""}, {""zh"": ""经气"", ""en"": ""channel-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""正经"", ""en"": ""regular channels"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0076,test,督脉阳气不足可影响一身阳经。,督脉阳气不足可影响一身阳经。,Insufficiency of Yang-Qi in the Governor Vessel can affect all Yang channels of the body.,Insufficiency of Yang Qi of the Yang Qi can affect the Yang Qi of one body.,Insufficiency of Yang Qi of the Yang Qi can affect the Yang Qi of one body.,Insufficiency of Yang Qi of the Yang Qi can affect the Yang Qi of one body.,Insufficiency of Yang Qi of the Yang Qi can affect the Yang Qi of one body.,False,"[{""zh"": ""一身阳经"", ""en"": ""all Yang channels of the body"", ""type"": ""DIAGNOSIS""}, {""zh"": ""督脉"", ""en"": ""Governor Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""阳气"", ""en"": ""Yang-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""一身阳经"", ""en"": ""all Yang channels of the body"", ""type"": ""DIAGNOSIS""}, {""zh"": ""督脉"", ""en"": ""Governor Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""阳气"", ""en"": ""Yang-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""督脉"", ""en"": ""Governor Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""阳气"", ""en"": ""Yang-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""一身阳经"", ""en"": ""all Yang channels of the body"", ""type"": ""DIAGNOSIS""}, {""zh"": ""督脉"", ""en"": ""Governor Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""阳气"", ""en"": ""Yang-Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]"
TCM_TEST_0077,test,任脉失调可影响胞胎功能。,任脉失调可影响胞胎功能。,Disharmony of the Conception Vessel can affect uterine and fetal functions.,Disorder of the kidneys and arteries can affect fetal function.,Disorder of the kidneys and arteries can affect fetal function.,Disorder of the kidneys and arteries can affect fetal function.,Disorder of the kidneys and arteries can affect fetal function.,False,"[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""任脉"", ""en"": ""Conception Vessel"", ""type"": ""MERIDIAN""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""任脉"", ""en"": ""Conception Vessel"", ""type"": ""MERIDIAN""}]","[{""zh"": ""任脉"", ""en"": ""Conception Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""胞胎"", ""en"": ""uterus and fetus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""功能"", ""en"": ""function"", ""type"": ""DIAGNOSIS""}, {""zh"": ""任脉"", ""en"": ""Conception Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""胞胎"", ""en"": ""uterus and fetus"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0078,test,冲脉失调可影响气血运行。,冲脉失调可影响气血运行。,Disharmony of the Thoroughfare Vessel can affect the movement of Qi and blood.,Disorder of the spleen can affect the circulation of Qi and blood.,Disorder of the spleen can affect the circulation of Qi and blood.,Disorder of the spleen can affect the circulation movement of Qi and blood.,Disorder of the spleen can affect the circulation of Qi and blood.,False,"[{""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""冲脉"", ""en"": ""Thoroughfare Vessel"", ""type"": ""MERIDIAN""}]","[{""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""冲脉"", ""en"": ""Thoroughfare Vessel"", ""type"": ""MERIDIAN""}]","[{""zh"": ""冲脉"", ""en"": ""Thoroughfare Vessel"", ""type"": ""MERIDIAN""}, {""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""气血运行"", ""en"": ""movement of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""冲脉"", ""en"": ""Thoroughfare Vessel"", ""type"": ""MERIDIAN""}]"
TCM_TEST_0079,test,舌色变化有助于判断寒热虚实。,舌色变化有助于判断寒热虚实。,"Changes in tongue color help identify cold, heat, deficiency and excess.",Changes in tongue color help determine cold-heat deficiency.,Changes in tongue color help determine cold-heat deficiency.,Changes in tongue color help determine cold-heat deficiency.,Changes in tongue color help determine cold-heat deficiency.,False,"[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""舌色"", ""en"": ""tongue color"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]","[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""舌色"", ""en"": ""tongue color"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]",[],"[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""舌色"", ""en"": ""tongue color"", ""type"": ""DIAGNOSIS""}, {""zh"": ""寒热"", ""en"": ""cold and heat"", ""type"": ""PATHOGEN""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0080,test,舌苔厚薄有助于判断邪正盛衰。,舌苔厚薄有助于判断邪正盛衰。,The thickness of tongue coating helps judge the strength of pathogens and healthy Qi.,Thickness and thinness of tongue tenderness helps to judge evil and weakness.,Thickness and thinness of tongue tenderness helps to judge evil and weakness.,Thickness and thinness of tongue tenderness helps to judge evil and weakness.,Thickness and thinness of tongue tenderness helps to judge evil and weakness.,False,"[{""zh"": ""邪正盛衰"", ""en"": ""strength of pathogens and healthy Qi"", ""type"": ""PATHOLOGY""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""邪正盛衰"", ""en"": ""strength of pathogens and healthy Qi"", ""type"": ""PATHOLOGY""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]",[],"[{""zh"": ""邪正盛衰"", ""en"": ""strength of pathogens and healthy Qi"", ""type"": ""PATHOLOGY""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0081,test,舌苔润燥可反映津液盛衰。,舌苔润燥可反映津液盛衰。,Moistness or dryness of tongue coating can reflect the state of body fluids.,Drying of the tongue can reflect weakness of Yin fluid.,Drying of the tongue can reflect weakness of Yin fluid.,Drying of the tongue coating reflect weakness of body fluids.,Drying of the tongue can reflect weakness of Yin fluid.,False,"[{""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""津液"", ""en"": ""body fluids"", ""type"": ""SUBSTANCE""}, {""zh"": ""舌苔"", ""en"": ""tongue coating"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0082,test,脉位浮沉有助于辨别表里。,脉位浮沉有助于辨别表里。,Floating or deep pulse position helps distinguish exterior from interior.,The fluid-sublimating spleen helps differentiate the interior.,The fluid-sublimating spleen helps differentiate the interior.,The fluid-sublimating spleen helps differentiate the interior.,The fluid-sublimating spleen helps differentiate the interior.,False,"[{""zh"": ""脉位"", ""en"": ""pulse position"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脉位"", ""en"": ""pulse position"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""表里"", ""en"": ""exterior and interior"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脉位"", ""en"": ""pulse position"", ""type"": ""DIAGNOSIS""}, {""zh"": ""表里"", ""en"": ""exterior and interior"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0083,test,脉率迟数有助于辨别寒热。,脉率迟数有助于辨别寒热。,Slow or rapid pulse rate helps distinguish cold from heat.,The delay number of pulses helps distinguish cold and heat.,The delay number of pulses helps distinguish cold and heat.,The delay number of pulses helps distinguish cold and heat.,The delay number of pulses helps distinguish cold and heat.,False,"[{""zh"": ""脉率"", ""en"": ""pulse rate"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""脉率"", ""en"": ""pulse rate"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]","[{""zh"": ""脉率"", ""en"": ""pulse rate"", ""type"": ""DIAGNOSIS""}, {""zh"": ""寒热"", ""en"": ""cold and heat"", ""type"": ""PATHOGEN""}, {""zh"": ""热"", ""en"": ""heat"", ""type"": ""PATHOGEN""}, {""zh"": ""寒"", ""en"": ""cold"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0084,test,脉力虚实有助于判断正邪盛衰。,脉力虚实有助于判断正邪盛衰。,The strength of the pulse helps judge the relative strength of healthy Qi and pathogens.,Insufficiency of pulse-force helps to judge decline of positive and negative forces.,Insufficiency of pulse-force helps to judge decline of positive and negative forces.,Insufficiency of pulse-force helps to judge decline of positive and negative forces.,Insufficiency of pulse-force helps to judge decline of positive and negative forces.,False,[],[],[],"[{""zh"": ""脉力"", ""en"": ""pulse strength"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脉力虚实有助于判"", ""en"": ""term"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0085,test,小儿指纹诊察可辅助判断病情浅深。,小儿指纹诊察可辅助判断病情浅深。,Examination of infantile finger veins can help judge the depth of disease.,Diagnosis of small children's finger patches can assist in determining the shallow and deep pathogenesis.,Diagnosis of small children's finger patches can assist in determining the shallow and deep pathogenesis.,Diagnosis of small children's finger patches can assist in determining the shallow and deep pathogenesis.,Diagnosis of small children's finger patches can assist in determining the shallow and deep pathogenesis.,False,"[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}, {""zh"": ""病情浅深"", ""en"": ""depth of disease"", ""type"": ""DISEASE""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}, {""zh"": ""病情浅深"", ""en"": ""depth of disease"", ""type"": ""DISEASE""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}, {""zh"": ""病情浅深"", ""en"": ""depth of disease"", ""type"": ""DISEASE""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0086,test,小儿指纹浮现多提示病在表。,小儿指纹浮现多提示病在表。,Superficial infantile finger veins often indicate disease in the exterior.,The appearance of small child fingerprints often indicates disease on the surface.,The appearance of small child fingerprints often indicates disease on the surface.,The appearance of small child fingerprints often indicates disease on the surface.,The appearance of small child fingerprints often indicates disease on the surface.,False,"[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}, {""zh"": ""病在表"", ""en"": ""disease in exterior"", ""type"": ""DISEASE""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0087,test,小儿指纹沉滞多提示病在里。,小儿指纹沉滞多提示病在里。,Deep and stagnant infantile finger veins often indicate disease in the interior.,Stagnation of the small child's fingertips often indicates internal disease.,Stagnation of the small child's fingertips often indicates internal disease.,Stagnation of the small child's fingertips often indicates internal disease.,Stagnation of the small child's fingertips often indicates internal disease.,False,"[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿指纹"", ""en"": ""infantile finger veins"", ""type"": ""DIAGNOSIS""}, {""zh"": ""病在里"", ""en"": ""disease in interior"", ""type"": ""DISEASE""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0088,test,小儿面色变化可反映脏腑气血状态。,小儿面色变化可反映脏腑气血状态。,"Changes in the complexion of children can reflect the state of Zang-Fu organs, Qi and blood.",Changes in facial color of young children can reflect the condition of body and kidneys and blood.,Changes in facial color of young children can reflect the condition of body and kidneys and blood.,Changes in facial complexion of children can reflect the condition of body and kidneys and blood.,Changes in facial color of young children can reflect the condition of body and kidneys and blood.,False,"[{""zh"": ""小儿面色"", ""en"": ""complexion of children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑气血"", ""en"": ""Zang-Fu organs, Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""小儿面色"", ""en"": ""complexion of children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑气血"", ""en"": ""Zang-Fu organs, Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]","[{""zh"": ""小儿面色"", ""en"": ""complexion of children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑气血"", ""en"": ""Zang-Fu organs, Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脏腑"", ""en"": ""Zang-Fu organs"", ""type"": ""ORGAN_SYSTEM""}]"
TCM_TEST_0089,test,小儿啼哭声音可反映寒热虚实。,小儿啼哭声音可反映寒热虚实。,"The crying sound of children can reflect cold, heat, deficiency and excess.",The crying sound of young kidneys can reflect cold-heat deficiency.,The crying sound of young kidneys can reflect cold-heat deficiency.,The crying sound of young kidneys can reflect cold-heat deficiency.,The crying sound of young kidneys can reflect cold-heat deficiency.,False,"[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""寒热虚实"", ""en"": ""cold, heat, deficiency and excess"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿啼哭"", ""en"": ""crying of children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""寒热"", ""en"": ""cold and heat"", ""type"": ""PATHOGEN""}]"
TCM_TEST_0090,test,小儿乳食失调常损伤脾胃运化。,小儿乳食失调常损伤脾胃运化。,Feeding disorder in children often impairs spleen-stomach transportation and transformation.,Disorder of infant breast-feeding often damages spleen-pattern transportation.,Disorder of infant breast-feeding often damages spleen-pattern transportation.,Disorder of infant breast-feeding often damages spleen-pattern transportation.,Disorder of infant breast-feeding often damages spleen-pattern transportation.,False,"[{""zh"": ""乳食失调"", ""en"": ""feeding disorder"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""乳食失调"", ""en"": ""feeding disorder"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""乳食失调"", ""en"": ""feeding disorder"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
TCM_TEST_0091,test,肺系病证多与肺失宣降有关。,肺系病证多与肺失宣降有关。,Lung-system syndromes are often related to failure of the lungs to disperse and descend.,Disease symptoms of the lung system are often associated with decreased lung deficiency.,Disease symptoms of the lung system are often associated with decreased lung deficiency.,Disease symptoms of the lung-system syndromes often associated with decreased lungs deficiency.,Disease symptoms of the lung system are often associated with decreased lung deficiency.,False,"[{""zh"": ""肺系病证"", ""en"": ""lung-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}]","[{""zh"": ""肺系病证"", ""en"": ""lung-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}]","[{""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}, {""zh"": ""肺失宣降"", ""en"": ""failure of lungs to disperse and descend"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肺系病证"", ""en"": ""lung-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""肺失宣降"", ""en"": ""failure of lungs to disperse and descend"", ""type"": ""DIAGNOSIS""}, {""zh"": ""宣降"", ""en"": ""dispersing and descending"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}]"
TCM_TEST_0092,test,脾系病证多与运化失常有关。,脾系病证多与运化失常有关。,Spleen-system syndromes are often related to dysfunction of transportation and transformation.,The pathogenesis of the spleen system is often related to disorder of transportation.,The pathogenesis of the spleen system is often related to disorder of transportation.,The pathogenesis of the spleen-system syndromes often related to disorder of transportation.,The pathogenesis of the spleen system is often related to disorder of transportation.,False,"[{""zh"": ""脾系病证"", ""en"": ""spleen-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""脾系病证"", ""en"": ""spleen-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}, {""zh"": ""运化失常"", ""en"": ""transportation dysfunction"", ""type"": ""THERAPY""}]","[{""zh"": ""脾系病证"", ""en"": ""spleen-system syndromes"", ""type"": ""SYNDROME""}, {""zh"": ""运化失常"", ""en"": ""transportation dysfunction"", ""type"": ""THERAPY""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
